#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/20,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
59.93;2;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
119.97;9;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
179.89;9;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/20,Rest/0
239.83;9;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
299.97;8;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/19,Rest/0
359.95;8;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
419.93;7;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
479.75;9;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
539.97;8;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
599.96;9;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
659.73;9;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
720;7;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
779.85;9;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/20,Rest/0
839.9;9;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/19,Rest/0
899.82;11;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/19,Rest/0
959.97;9;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
1019.9;8;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/19,Rest/0
1079.86;10;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
1139.69;9;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
1199.87;8;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
1259.76;7;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
1319.75;7;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
1379.67;9;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
1439.85;10;None/0,ParkPod/5,RepositionPod/0,Insert/0,Extract/15,Rest/0
1499.7;6;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
1559.75;8;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
1619.97;9;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
1679.9;9;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
1739.83;7;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
1799.63;4;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
