#TimeStamp;TripTime;Type
33;14;O
41;22;O
51;21;O
63;35;O
63;16;O
88;31;O
144;20;O
160;12;O
171;19;O
171;32;O
172;17;O
227;13;O
232;19;O
273;16;O
274;25;O
296;31;O
326;25;O
330;17;O
361;34;O
369;25;O
388;24;O
414;29;O
432;14;O
453;15;O
469;14;O
471;20;O
511;25;O
532;24;O
557;25;O
559;24;O
581;21;O
599;22;O
605;22;O
641;16;O
677;14;O
679;21;O
699;19;O
717;13;O
755;20;O
758;17;O
782;20;O
792;22;O
812;18;O
855;16;O
900;15;O
903;7;O
909;24;O
948;29;O
952;23;O
981;31;O
987;23;O
994;15;O
1030;24;O
1075;19;O
1081;20;O
1083;23;O
1086;22;O
1112;25;O
1144;7;O
1171;16;O
1205;20;O
1207;19;O
1222;18;O
1240;23;O
1248;24;O
1268;14;O
1296;21;O
1298;20;O
1307;21;O
1365;25;O
1375;18;O
1376;21;O
1381;17;O
1387;21;O
1431;29;O
1445;11;O
1466;34;O
1471;20;O
1488;21;O
1491;15;O
1510;24;O
1552;21;O
1576;17;O
1586;18;O
1594;8;O
1609;28;O
1616;12;O
1642;14;O
1667;18;O
1675;17;O
1696;12;O
1713;29;O
1720;19;O
1733;30;O
1742;21;O
1757;20;O
1793;37;O
1799;33;O
