#TimeStamp;TripTime;Type
37;20;O
39;16;O
40;11;O
45;8;O
70;14;O
76;24;O
145;21;O
159;22;O
173;17;O
231;23;O
235;19;O
239;16;O
270;22;O
297;22;O
303;23;O
312;12;O
354;18;O
357;21;O
367;18;O
393;18;O
415;38;O
427;15;O
430;18;O
481;17;O
499;24;O
535;30;O
543;19;O
562;24;O
578;15;O
584;33;O
623;15;O
659;25;O
705;31;O
706;24;O
706;21;O
714;27;O
778;20;O
783;27;O
808;28;O
818;15;O
843;25;O
850;19;O
907;29;O
911;21;O
922;23;O
937;13;O
998;19;O
1002;13;O
1022;31;O
1046;19;O
1071;25;O
1092;22;O
1122;30;O
1139;21;O
1156;30;O
1183;24;O
1209;26;O
1214;20;O
1256;25;O
1265;22;O
1300;25;O
1309;18;O
1320;69;O
1355;15;O
1369;28;O
1373;19;O
1385;12;O
1405;18;O
1420;30;O
1443;13;O
1470;34;O
1486;24;O
1491;18;O
1506;19;O
1515;25;O
1520;10;O
1561;20;O
1572;26;O
1588;25;O
1592;11;O
1618;22;O
1656;32;O
1659;22;O
1666;18;O
1668;22;O
1673;17;O
1699;16;O
1733;20;O
1734;7;O
1749;13;O
1760;28;O
1773;22;O
1785;18;O
