#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;113.49;0.02;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0,RP/0
59.68;113.14;0.12;PP/0.01,TA/0.08,IS/0,PS/0,RB/0,OB/0.01,RP/0
119.79;112.02;0.2;PP/0.01,TA/0.14,IS/0,PS/0.05,RB/0,OB/0.01,RP/0
179.76;111.49;0.28;PP/0.01,TA/0.19,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
239.75;111.25;0.32;PP/0.02,TA/0.22,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
299.96;111.14;0.36;PP/0.02,TA/0.23,IS/0,PS/0.09,RB/0,OB/0.02,RP/0
359.65;111.14;0.38;PP/0.02,TA/0.24,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
419.65;111.14;0.41;PP/0.02,TA/0.24,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
479.68;110.89;0.44;PP/0.02,TA/0.25,IS/0,PS/0.1,RB/0,OB/0.03,RP/0
539.98;110.55;0.46;PP/0.03,TA/0.25,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
599.97;110.36;0.49;PP/0.03,TA/0.26,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
659.67;110.35;0.52;PP/0.03,TA/0.27,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
719.8;110.35;0.54;PP/0.03,TA/0.27,IS/0,PS/0.11,RB/0,OB/0.04,RP/0
779.99;110.35;0.57;PP/0.03,TA/0.28,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
839.99;110.27;0.6;PP/0.04,TA/0.29,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
899.88;110.02;0.63;PP/0.04,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
959.99;110.02;0.65;PP/0.04,TA/0.31,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1019.99;109.93;0.68;PP/0.04,TA/0.31,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1079.95;109.76;0.7;PP/0.04,TA/0.32,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1139.99;109.33;0.73;PP/0.05,TA/0.32,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1199.6;109.25;0.76;PP/0.05,TA/0.33,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1259.61;108.93;0.81;PP/0.06,TA/0.34,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1319.81;108.77;0.84;PP/0.07,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1379.6;108.68;0.86;PP/0.07,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1439.87;108.65;0.89;PP/0.07,TA/0.36,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1499.83;108.64;0.92;PP/0.08,TA/0.36,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1559.84;108.64;0.95;PP/0.08,TA/0.37,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1619.99;108.64;0.97;PP/0.08,TA/0.37,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1679.97;108.64;1;PP/0.09,TA/0.38,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1739.96;108.64;1.03;PP/0.09,TA/0.38,IS/0,PS/0.16,RB/0,OB/0.07,RP/0
1799.77;108.64;1.05;PP/0.09,TA/0.39,IS/0,PS/0.16,RB/0,OB/0.07,RP/0
