#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;96.26;0.02;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.61;96.57;0.11;PP/0,TA/0.07,IS/0,PS/0.03,RB/0,OB/0.01,RP/0
119.89;96.57;0.2;PP/0,TA/0.14,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
179.96;96.57;0.26;PP/0.01,TA/0.17,IS/0,PS/0.1,RB/0,OB/0.01,RP/0
240;96.57;0.3;PP/0.01,TA/0.19,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
299.92;96.57;0.33;PP/0.01,TA/0.2,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
359.77;96.57;0.37;PP/0.02,TA/0.22,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
419.97;96.57;0.4;PP/0.02,TA/0.22,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
479.99;96.57;0.43;PP/0.02,TA/0.23,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
539.61;96.57;0.45;PP/0.02,TA/0.23,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
599.89;96.57;0.49;PP/0.02,TA/0.25,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
659.91;96.57;0.53;PP/0.03,TA/0.26,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
719.98;96.57;0.57;PP/0.03,TA/0.27,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
779.96;96.57;0.6;PP/0.03,TA/0.28,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
839.91;96.57;0.64;PP/0.04,TA/0.29,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
899.98;96.57;0.67;PP/0.04,TA/0.3,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
959.66;96.57;0.7;PP/0.04,TA/0.31,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1019.63;96.57;0.74;PP/0.05,TA/0.33,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1079.85;96.57;0.77;PP/0.05,TA/0.33,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1139.97;96.57;0.8;PP/0.05,TA/0.34,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1199.72;96.57;0.82;PP/0.05,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1259.64;96.57;0.85;PP/0.05,TA/0.35,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1319.66;96.57;0.87;PP/0.06,TA/0.35,IS/0,PS/0.16,RB/0,OB/0.06,RP/0
1379.94;96.57;0.9;PP/0.06,TA/0.36,IS/0,PS/0.16,RB/0,OB/0.07,RP/0
1439.8;96.57;0.93;PP/0.06,TA/0.36,IS/0,PS/0.16,RB/0,OB/0.07,RP/0
1499.84;96.57;0.95;PP/0.06,TA/0.37,IS/0,PS/0.17,RB/0,OB/0.07,RP/0
1559.96;96.57;0.98;PP/0.07,TA/0.38,IS/0,PS/0.17,RB/0,OB/0.07,RP/0
1619.78;96.57;1;PP/0.07,TA/0.39,IS/0,PS/0.17,RB/0,OB/0.07,RP/0
1679.78;96.57;1.03;PP/0.07,TA/0.39,IS/0,PS/0.17,RB/0,OB/0.07,RP/0
1739.98;96.57;1.06;PP/0.08,TA/0.4,IS/0,PS/0.17,RB/0,OB/0.07,RP/0
1799.85;96.57;1.08;PP/0.08,TA/0.4,IS/0,PS/0.17,RB/0,OB/0.07,RP/0
