# SectorTime OrderTurnoverAgeAverage
0 631.3774193548388
0.016627777777777776 631.3774193548388
0.03328888888888889 667.3578787878789
0.049925 667.3578787878789
0.06658333333333333 685.8647058823531
0.08327777777777778 703.2925714285716
0.09997777777777778 743.1100000000002
0.11664444444444444 762.7089473684213
0.13321666666666668 762.7089473684213
0.14999722222222223 801.2132500000001
0.16659444444444443 801.2132500000001
0.18326111111111112 820.6041463414635
0.19994722219444444 839.6497619047619
0.21665555555555555 872.3254545454546
0.23324166666666668 872.3254545454546
0.24991666666666668 887.6562222222221
0.2665722222222222 899.5415217391303
0.28330555555555553 910.907659574468
0.29996666666666666 922.8779166666667
0.31664722222222225 947.9148
0.33331666666666665 960.1376470588235
0.3499805555555556 960.1376470588235
0.3666638888888889 972.3705769230769
0.38326666666666664 996.282962962963
0.3999361111111111 996.282962962963
0.41665833333333335 1032.0605357142856
0.4333194444444444 1053.457894736842
0.4499972222222222 1073.4658620689654
0.46660555555555555 1073.4658620689654
0.4832388888888889 1094.8825423728813
0.49993611111111114 1142.027704918033
0.5166527777777777 1179.72593220339
0.5332416666666666 1200.1518333333333
0.5499361111111111 1257.7189830508473
0.5666388888888889 1233.1806666666666
0.5832972222222222 1228.9841666666666
0.5999083333333334 1228.9841666666666
0.6165972222222222 1223.9178333333332
0.6333249999722222 1211.2246666666665
0.649925 1211.2246666666665
0.6666555555555556 1196.3555000000001
0.6833194444444445 1188.1098333333332
0.6999611111111111 1178.7075
0.7165805555555556 1159.384426229508
0.7332555555277778 1179.6894915254236
0.7499861111111111 1170.0030508474574
0.7666611111111111 1139.6235000000001
0.7833305555277777 1127.0995
0.7999833333333334 1114.3951666666665
0.816625 1096.1263934426229
0.8332972222222222 1082.950655737705
0.8499916666388889 1073.5774999999999
0.8666666666666667 1058.7241666666666
0.8832583333333334 1058.7241666666666
0.8999888888888888 1027.5816666666665
0.9166583333055556 1010.7360655737704
0.9332833333333334 993.2237704918032
0.9499944444444445 974.8821311475409
0.9666055555555556 953.2979999999999
0.9833305555555556 935.1859999999998
0.9999083333333333 935.1859999999998
1.0166555555555556 897.5441666666666
1.03325 875.3143333333334
1.0499888888888889 853.7045
1.0666194444444443 839.7093442622952
1.0832861111111112 818.4660655737704
1.0999972222222223 784.1099999999999
1.1166555555555555 772.1818644067796
1.133236111111111 759.3121666666666
1.1499916666666667 708.2189999999999
1.1666277777777778 696.6088524590164
1.1832694444444445 670.4409836065573
1.1999333333333333 654.6063333333332
1.2165694444444444 628.0381666666666
1.2333305555555556 576.6189999999999
1.25 552.7126666666666
1.2665638888888888 552.7126666666666
1.283325 520.1477049180328
1.2999666666666667 495.7955737704917
1.3165916666388888 478.3168333333333
1.3332916666666668 452.43216666666666
1.349986111111111 419.25655737704915
1.3665527777777777 399.64
1.3833111111111112 345.70650000000006
1.3999694444444444 340.0391803278689
1.4166055555555555 308.27901639344265
1.4332555555555555 279.10466666666673
1.4499111111111112 241.57616666666667
1.466591666638889 201.322131147541
1.4832972222222223 165.72666666666672
1.4999916666666666 81.29966666666665
1.516613888888889 81.29966666666665
1.5332277777777779 41.211666666666666
1.5499722222222223 0
1.56655 0
1.583225 0
1.5999972222222223 0
1.6166611110833333 0
