# SectorTime BundleTurnoverAgeAverage
0 264.00032258064516
0.016627777777777776 264.00032258064516
0.03328888888888889 311.7209090909091
0.049925 311.7209090909091
0.06658333333333333 336.1217647058824
0.08327777777777778 360.8454285714286
0.09997777777777778 411.1405405405406
0.11664444444444444 436.6700000000001
0.13321666666666668 436.6700000000001
0.14999722222222223 488.40350000000007
0.16659444444444443 488.40350000000007
0.18326111111111112 514.5746341463416
0.19994722219444444 540.9276190476191
0.21665555555555555 591.8995454545457
0.23324166666666668 591.8995454545457
0.24991666666666668 616.6202222222224
0.2665722222222222 640.8739130434785
0.28330555555555553 665.2282978723407
0.29996666666666666 689.1104166666669
0.31664722222222225 735.9950000000001
0.33331666666666665 759.5931372549021
0.3499805555555556 759.5931372549021
0.3666638888888889 783.4394230769232
0.38326666666666664 830.9805555555557
0.3999361111111111 830.9805555555557
0.41665833333333335 878.8239285714287
0.4333194444444444 903.0143859649124
0.4499972222222222 927.4079310344828
0.46660555555555555 927.4079310344828
0.4832388888888889 952.1703389830509
0.49993611111111114 1002.4581967213115
0.5166527777777777 1036.4398305084746
0.5332416666666666 1062.169
0.5499361111111111 1124.7371186440678
0.5666388888888889 1195.2120000000002
0.5832972222222222 1240.5686666666668
0.5999083333333334 1240.5686666666668
0.6165972222222222 1286.0498333333335
0.6333249999722222 1377.535
0.649925 1377.535
0.6666555555555556 1469.8258333333333
0.6833194444444445 1516.6098333333332
0.6999611111111111 1564.523
0.7165805555555556 1586.4811475409836
0.7332555555277778 1640.2389830508473
0.7499861111111111 1688.8783050847455
0.7666611111111111 1757.7959999999998
0.7833305555277777 1805.0068333333331
0.7999833333333334 1851.6274999999998
0.816625 1871.5462295081966
0.8332972222222222 1917.3347540983605
0.8499916666388889 1988.2128333333333
0.8666666666666667 2031.467833333333
0.8832583333333334 2031.467833333333
0.8999888888888888 2115.788333333333
0.9166583333055556 2133.5422950819666
0.9332833333333334 2175.612786885245
0.9499944444444445 2217.0837704918026
0.9666055555555556 2281.653999999999
0.9833305555555556 2321.6678333333325
0.9999083333333333 2321.6678333333325
1.0166555555555556 2399.9854999999993
1.03325 2438.284999999999
1.0499888888888889 2476.0556666666657
1.0666194444444443 2491.6618032786873
1.0832861111111112 2528.6170491803273
1.0999972222222223 2585.654333333333
1.1166555555555555 2606.067796610169
1.133236111111111 2621.024333333333
1.1499916666666667 2692.7295
1.1666277777777778 2708.516721311475
1.1832694444444445 2743.317213114754
1.1999333333333333 2762.015833333333
1.2165694444444444 2796.2361666666666
1.2333305555555556 2864.5001666666667
1.25 2896.2885
1.2665638888888888 2896.2885
1.283325 2939.9195081967214
1.2999666666666667 2970.9267213114754
1.3165916666388888 2989.7808333333332
1.3332916666666668 3020.5755000000004
1.349986111111111 3065.880000000001
1.3665527777777777 3083.6513333333337
1.3833111111111112 3145.0068333333334
1.3999694444444444 3157.9932786885247
1.4166055555555555 3187.9126229508197
1.4332555555555555 3204.3678333333332
1.4499111111111112 3233.0823333333333
1.466591666638889 3273.9685245901633
1.4832972222222223 3288.7281666666663
1.4999916666666666 3341.361166666666
1.516613888888889 3341.361166666666
1.5332277777777779 3366.5631666666663
1.5499722222222223 3391.400166666667
1.56655 3426.9880327868855
1.583225 3439.3315000000002
1.5999972222222223 3472.962786885246
1.6166611110833333 3508.786666666667
1.6333222222222221 3531.8894999999998
1.6498916666666668 3531.8894999999998
1.6665666666666668 3555.5046666666663
1.6832305555555556 3579.2329999999993
1.699988888888889 3625.5254999999993
1.7166138888888889 3648.046833333333
1.7332444444444444 3658.4485245901633
1.749938888888889 3682.996393442622
1.7665861111111112 3707.0781355932195
1.7833027777777777 3719.585666666666
1.7999666666666667 3756.1747540983597
1.8166361111111111 3792.130833333333
1.83332777775 3816.137166666666
1.849888888888889 3816.137166666666
1.8666444444444446 3852.8272881355933
1.8833111111111112 3876.865081967213
1.8998972222222221 3890.025166666666
1.9165666666666668 3914.923833333333
1.9333 3950.9323728813556
1.949913888888889 3974.541694915254
1.9665694444444444 3986.1601666666666
1.9833277777777778 4037.835166666666
1.9999916666666666 4037.835166666666
2.016663888888889 4089.0201666666667
2.0332944444444445 4101.050677966102
2.049977777777778 4139.575
2.06655 4139.575
2.083283333333333 4190.001166666666
2.099988888888889 4202.845737704917
2.116661111111111 4227.846885245901
2.1332333333333335 4239.919999999999
2.1499944444444443 4286.473166666666
2.166575 4297.163389830508
2.1833222222222224 4323.1627118644055
2.199977777777778 4353.509836065574
2.2166027777777777 4364.369666666666
2.2332444444444444 4404.770491803279
2.2499166666666666 4415.742833333333
2.266591666666667 4471.080499999999
2.2833222221944443 4498.606
2.299936111111111 4498.606
2.3166083333333334 4540.072459016394
2.3332777777777776 4567.334098360655
2.349952777777778 4604.625166666666
