#TimeStamp;Bot;Pod;InputStation;TurnoverTime;ThroughputTime
897.85;2;70;0;59.42;59.15
907.93;2;70;0;69.5;69.23
917.94;2;70;0;79.51;79.24
927.98;2;70;0;89.56;89.28
938.03;2;70;0;99.6;99.33
948.05;2;70;0;109.62;109.35
963.01;16;85;0;124.58;124.31
973.06;16;85;0;134.63;134.35
983.09;16;85;0;144.66;144.39
993.13;16;85;0;154.71;154.43
1003.13;16;85;0;164.71;164.43
1013.14;16;85;0;174.71;174.44
1028.18;17;102;0;189.75;189.48
1038.49;17;102;0;200.07;199.79
1048.54;17;102;0;210.11;209.84
1058.55;17;102;0;220.12;219.84
1068.56;17;102;0;230.13;229.86
1078.59;17;102;0;240.16;239.89
1093.93;8;105;0;255.5;185.95
1104.16;8;105;0;265.73;196.18
1114.2;8;105;0;275.78;206.23
1124.25;8;105;0;285.82;216.27
1134.29;8;105;0;295.87;226.32
1144.3;8;105;0;305.87;236.32
1158.56;2;108;0;320.13;185.46
1168.96;2;108;0;330.53;195.86
1178.98;2;108;0;340.55;205.88
1189.02;2;108;0;350.6;215.92
1199.07;2;108;0;360.64;225.97
1209.11;2;108;0;370.68;236.01
1224.06;12;7;0;385.63;385.35
1234.24;12;7;0;395.81;395.54
1244.28;12;7;0;405.86;405.58
1254.3;12;7;0;415.87;415.6
1264.34;12;7;0;425.92;425.64
1274.35;12;7;0;435.92;435.64
1289.59;11;57;0;451.16;450.89
1299.59;11;57;0;461.16;460.89
1309.6;11;57;0;471.17;470.89
1319.63;11;57;0;481.21;480.93
1329.66;11;57;0;491.23;490.96
1339.71;11;57;0;501.28;501
1354.26;16;112;0;515.83;315.72
1364.56;16;112;0;526.13;326.02
1374.57;16;112;0;536.14;336.03
1384.61;16;112;0;546.18;346.07
1394.65;16;112;0;556.23;356.12
1404.69;16;112;0;566.26;366.15
1420.14;9;28;0;581.71;581.44
1430.26;9;28;0;591.84;591.56
1440.3;9;28;0;601.87;601.6
1450.34;9;28;0;611.91;611.64
1460.39;9;28;0;621.96;621.68
1470.41;9;28;0;631.98;631.71
1486.22;17;118;0;647.8;382.02
1496.27;17;118;0;657.84;392.06
1506.31;17;118;0;667.88;402.11
1516.36;17;118;0;677.93;412.15
1526.4;17;118;0;687.97;422.19
1536.44;17;118;0;698.02;432.24
1551.3;8;3;0;712.87;712.6
1561.34;8;3;0;722.92;722.64
1571.39;8;3;0;732.96;732.69
1581.43;8;3;0;743.01;742.73
1591.48;8;3;0;753.05;752.78
1601.52;8;3;0;763.1;762.82
1615.48;2;88;0;777.05;776.78
1625.87;2;88;0;787.45;787.17
1635.92;2;88;0;797.49;797.22
1645.96;2;88;0;807.54;807.26
1656.01;2;88;0;817.58;817.31
1666.05;2;88;0;827.63;827.35
1680.48;12;147;0;842.05;380.85
1690.63;12;147;0;852.2;391
1700.68;12;147;0;862.25;401.04
1710.71;12;147;0;872.29;411.08
1720.74;12;147;0;882.31;421.1
1730.78;12;147;0;892.35;431.15
1745.75;11;6;0;907.32;907.05
1755.79;11;6;0;917.37;917.09
1765.84;11;6;0;927.41;927.14
1775.88;11;6;0;937.46;937.18
1785.9;11;6;0;947.48;947.2
1795.95;11;6;0;957.52;957.25
1810.99;16;153;0;972.56;380.68
1821.23;16;153;0;982.8;390.92
1831.26;16;153;0;992.83;400.95
1841.3;16;153;0;1002.88;411
1851.35;16;153;0;1012.92;421.04
1861.39;16;153;0;1022.97;431.09
1875.79;9;159;0;1037.37;379.48
1885.96;9;159;0;1047.54;389.65
1896.01;9;159;0;1057.58;399.7
1906.03;9;159;0;1067.6;409.72
1916.07;9;159;0;1077.65;419.76
1926.12;9;159;0;1087.69;429.81
1940.89;17;124;0;1102.47;771.89
1950.94;17;124;0;1112.51;781.94
1960.98;17;124;0;1122.56;791.98
1971.02;17;124;0;1132.6;802.02
1981.07;17;124;0;1142.64;812.06
1991.1;17;124;0;1152.68;822.1
2006.37;8;163;0;1167.94;380.45
2016.41;8;163;0;1177.99;390.5
2026.46;8;163;0;1188.03;400.54
2036.47;8;163;0;1198.04;410.55
2046.51;8;163;0;1208.09;420.6
2056.56;8;163;0;1218.13;430.64
2071.8;2;167;0;1233.37;381.12
2081.84;2;167;0;1243.42;391.17
2091.87;2;167;0;1253.45;401.2
2101.91;2;167;0;1263.49;411.24
2111.96;2;167;0;1273.53;421.28
2122;2;167;0;1283.58;431.33
2136.67;12;23;0;1298.24;1297.96
2147.02;12;23;0;1308.59;1308.32
2157.04;12;23;0;1318.61;1318.34
2167.09;12;23;0;1328.66;1328.38
2177.13;12;23;0;1338.7;1338.43
2187.17;12;23;0;1348.75;1348.47
2201.86;11;130;0;1363.44;967.58
2211.95;11;130;0;1373.52;977.67
2221.99;11;130;0;1383.56;987.71
2232.03;11;130;0;1393.61;997.75
2242.08;11;130;0;1403.65;1007.8
2252.12;11;130;0;1413.7;1017.84
2266.98;16;43;0;1428.55;1428.28
2277.14;16;43;0;1438.72;1438.44
2287.19;16;43;0;1448.76;1448.49
2297.23;16;43;0;1458.81;1458.53
2307.28;16;43;0;1468.85;1468.58
2317.32;16;43;0;1478.9;1478.62
2332.48;9;185;0;1494.05;381.49
2342.61;9;185;0;1504.19;391.63
2352.66;9;185;0;1514.23;401.67
2362.66;9;185;0;1524.24;411.68
2372.69;9;185;0;1534.26;421.71
2382.73;9;185;0;1544.31;431.75
2397.82;17;21;0;1559.39;1559.12
2407.86;17;21;0;1569.44;1569.16
2417.91;17;21;0;1579.48;1579.21
2427.94;17;21;0;1589.52;1589.24
2437.99;17;21;0;1599.56;1599.29
2448.03;17;21;0;1609.61;1609.33
2462.86;8;87;0;1624.43;1624.16
2473.09;8;87;0;1634.66;1634.39
2483.13;8;87;0;1644.7;1644.43
2493.15;8;87;0;1654.73;1654.45
2503.16;8;87;0;1664.73;1664.46
2513.2;8;87;0;1674.78;1674.5
2527.69;2;182;0;1689.26;641.68
2537.92;2;182;0;1699.49;651.91
2547.92;2;182;0;1709.5;661.91
2557.93;2;182;0;1719.5;671.92
2567.97;2;182;0;1729.54;681.96
2577.99;2;182;0;1739.57;691.99
2592.73;12;202;0;1754.03;415.55
2602.98;12;202;0;1764.28;425.8
2613.02;12;202;0;1774.32;435.85
2623.07;12;202;0;1784.36;445.89
2633.11;12;202;0;1794.41;455.94
2643.15;12;202;0;1804.45;465.98
2657.56;11;201;0;1818.86;415.44
2667.85;11;201;0;1829.15;425.73
2677.9;11;201;0;1839.2;435.78
2687.94;11;201;0;1849.24;445.82
2697.99;11;201;0;1859.28;455.86
2708.01;11;201;0;1869.31;465.89
2722.61;16;200;0;1883.91;415.29
2732.65;16;200;0;1893.95;425.33
2742.7;16;200;0;1904;435.38
2752.72;16;200;0;1914.01;445.39
2762.76;16;200;0;1924.06;455.44
2772.8;16;200;0;1934.1;465.48
2788.18;9;199;0;1949.48;415.44
2798.22;9;199;0;1959.52;425.49
2808.27;9;199;0;1969.57;435.53
2818.31;9;199;0;1979.61;445.58
2828.36;9;199;0;1989.65;455.62
2838.4;9;199;0;1999.7;465.67
2853.76;17;193;0;2015.06;415.72
2863.88;17;193;0;2025.18;425.85
