# SectorTime BundleTurnoverTimeAvg
0.24940277777777778 954.1783734939756
0.2522027777777778 959.5981437125746
0.25498333333333334 965.0130952380949
0.25777222222222224 970.4503550295856
0.2605638888888889 975.8827058823528
0.26334722222222223 981.3102923976606
0.26750277777777776 992.1510404624277
0.27029444444444445 997.564540229885
0.27308055555555555 997.564540229885
0.27586944444444444 1003.004057142857
0.2786472222222222 1008.4388068181817
0.2814277777777778 1013.8689265536723
0.28560555555555556 1019.2944382022471
0.28846944444444444 1030.1319999999998
0.29126111111111114 1030.1319999999998
0.29404166666666665 1035.573591160221
0.2968222222222222 1041.0109890109889
0.2996083333333333 1046.4453551912566
0.30386944444444447 1051.8752173913042
0.3067111111111111 1062.7188709677416
0.3095 1062.7188709677416
0.3122916666666667 1065.2881818181816
0.31508055555555553 1067.883563829787
0.3178611111111111 1070.5046560846558
0.32182222222222223 1073.1509999999996
0.3247111111111111 1075.8222513089001
0.3274944444444444 1078.5179687499997
0.3302833333333333 1081.2632642487042
0.333075 1084.032010309278
0.3358638888611111 1086.8238461538456
0.3400166666666667 1089.6384693877546
0.34284444444444445 1092.4753299492381
0.34563333333333335 1095.3342929292924
0.34841666666666665 1098.2368341708536
0.35120555555555555 1101.1605999999995
0.3539861111111111 1104.1052238805964
0.3582194444444444 1107.0703465346528
0.36099722222222225 1110.0557142857137
0.36377777777777776 1113.061078431372
0.3665638888888889 1118.733121951219
0.36935 1124.4004368932033
0.37214166666666665 1130.0614975845403
0.3761833333333333 1135.7163942307686
0.37904444444444446 1141.365263157894
0.381825 1147.008142857142
0.3846138888611111 1150.1164454976295
0.38740277777777776 1153.243632075471
0.39019166666666666 1156.3884037558676
0.39448333333333335 1162.7303720930224
0.39729444444444445 1165.9270833333326
0.40008333333333335 1165.9270833333326
0.40287222222222224 1169.1623041474647
0.4056638888888889 1172.4146788990818
0.40844722222222224 1175.683196347031
0.41283888888888887 1182.267782805429
0.41563055555555556 1185.5834684684676
0.41841944444444445 1185.5834684684676
0.4212111110833333 1188.9355156950664
0.424 1192.3035714285706
0.4267888888888889 1195.6861777777772
0.43091666666666667 1202.4946255506602
0.43370555555555557 1205.9199122807013
0.4364972222222222 1205.9199122807013
0.4392861111111111 1209.3808296943225
0.4420777777777778 1212.8553478260865
0.4448666666666667 1216.3431601731595
0.44874444444444445 1223.358197424892
0.45163055552777776 1226.8849145299139
0.4544222222222222 1226.8849145299139
0.4572111111111111 1230.4488085106377
0.46000277777777776 1234.0250423728808
0.46279166666666666 1237.6134599156112
0.4668 1241.2139495798315
0.4696194444444444 1244.8263179916312
0.4724111111111111 1248.4504583333328
0.4751972222222222 1252.109668049792
0.4779833333333333 1255.7815702479334
0.4807722222222222 1259.4645679012342
0.48493055555555553 1263.15856557377
0.4877194444444444 1266.8633877551017
0.4905111111111111 1270.5789430894306
0.4933 1274.3252631578944
0.4960833333333333 1278.081774193548
0.498875 1281.848473895582
0.5030527777777778 1285.6251999999997
0.5058972222222222 1289.4118326693224
0.5086833333333334 1293.2082936507934
0.5114722222222222 1297.0377865612645
0.5142638888888889 1300.8766535433067
0.5170527777777778 1304.7248235294114
0.5210527777777778 1308.5821484374997
0.5238777777777778 1312.4485603112837
0.5266694444444444 1316.3239147286818
0.5294527777777778 1320.2283011583008
0.5322416666666666 1324.1425769230766
0.5350333333333334 1328.0652873563213
0.5391361111111111 1331.996374045801
0.5419277777777778 1335.93577946768
0.5447166666666666 1339.883295454545
0.5475055555555556 1345.88558490566
0.5502972222222222 1351.8817293233078
0.5530833333333334 1357.8705617977523
0.557325 1363.852164179104
0.5601138888888889 1369.8266542750926
0.5629055555555555 1375.7940740740737
0.5656861111111111 1379.7874907749074
0.568475 1383.7891544117645
0.5712666666666667 1387.7983150183145
0.5755 1391.8148540145983
0.5782888888888889 1395.8387272727268
0.581075 1399.8698188405792
0.5838638888888888 1405.867184115523
0.5866555555555556 1411.8579856115105
0.5894444444444444 1417.8418279569887
0.5935194444444445 1423.8187857142852
0.5963944444444444 1429.7889323843413
0.5991777777777778 1435.7523758865243
0.6019694444444444 1441.7259717314485
