#TimeStamp;BacklogBundleCount;BacklogOrderCount;BundleThroughputAgeAvg;OrderThroughputAgeAvg;BundleTurnoverAgeAvg;OrderTurnoverAgeAvg;BundleFrequencyAvg;OrderFrequencyAvg
0;0;200;0;0;0;0;0;0.27
59.86;0;200;0;57.02;0;59.86;0;0.28
119.84;0;200;0;94.8;0;115.37;0;0.35
179.73;0;200;0;131.12;0;161.02;0;0.33
239.7;0;200;0;145.24;0;214.58;0;0.36
299.8;0;200;0;168.19;0;251.79;0;0.34
359.92;0;200;0;199.64;0;303.98;0;0.35
419.92;0;200;0;208.7;0;346.98;0;0.3
479.58;0;200;0;210.42;0;414.61;0;0.29
539.99;0;200;0;207.62;0;424.07;0;0.43
599.74;0;200;0;228.02;0;468.08;0;0.48
659.74;0;200;0;238.84;0;494.74;0;0.49
719.81;0;200;0;232.53;0;564.14;0;0.41
779.96;0;200;0;236.55;0;546.03;0;0.42
839.67;149;200;0.97;270.75;1.25;574.74;0.02;0.41
899.7;149;200;61;283.3;61.27;571.5;0.02;0.45
959.66;143;200;116.62;277.03;121.23;652.77;0.02;0.5
1019.9;137;200;168.47;294.39;181.48;751.44;0.02;0.48
1079.88;131;200;215.96;287.92;241.46;762.26;0.02;0.5
1139.93;125;200;263.42;300.75;301.51;803.72;0.02;0.51
1199.94;119;200;310.64;326.84;361.51;806.98;0.02;0.5
1259.93;113;200;348.3;312.7;421.51;838.36;0.02;0.54
1319.99;107;200;380.14;327.98;481.56;891.2;0.02;0.57
1379.76;200;200;415.11;354.03;541.34;947.62;0.02;0.52
1439.77;200;200;446.87;352.13;601.34;920.93;0.02;0.54
1499.97;200;200;472.93;379.24;661.54;1068.25;0.02;0.48
1559.95;200;200;534.18;367.3;721.52;1118.84;0.02;0.48
1619.99;200;200;548.58;371.26;781.57;1188.36;0.02;0.5
1679.78;200;200;561.59;388.95;841.35;1081.57;0.02;0.44
1739.66;200;200;597.03;372.29;901.23;1086.72;0.02;0.47
1799.77;200;200;599.82;391.49;961.34;1142.19;0.02;0.5
1859.95;200;200;633.44;408.05;1021.53;1116.32;0.02;0.5
1919.67;200;200;668.38;447.98;1081.25;1333.79;0.03;0.51
1979.77;200;191;684.78;468.32;1141.35;1296.59;0.04;0.51
2039.9;200;178;719.28;484.08;1201.45;1295.84;0.04;0.55
2099.87;200;164;759.05;511.11;1261.41;1458.24;0.05;0.51
2159.67;200;157;773.93;535.71;1321.2;1421.59;0.05;0.52
2219.75;200;139;765.01;562.74;1381.26;1487.87;0.05;0.51
2279.97;200;131;754.74;544.59;1441.47;1519.05;0.05;0.46
2339.73;200;125;742.94;559.44;1501.21;1546.54;0.05;0.47
2399.96;200;117;766;555.44;1561.42;1596.24;0.04;0.47
2459.95;200;109;737.09;577.49;1621.4;1620.52;0.04;0.44
2519.86;200;105;696.12;597.28;1648.7;1594.09;0.06;0.44
2579.69;200;92;714.62;568.94;1675.92;1522.94;0.05;0.39
2639.72;200;83;744.17;555.84;1704.33;1562.21;0.05;0.44
2699.95;200;74;776.4;524.65;1732.29;1434.38;0.05;0.35
2759.98;200;62;855.93;569.24;1785.53;1433.75;0.06;0.32
2819.99;200;52;889.94;559.97;1811.57;1485.48;0.06;0.38
2879.94;200;47;918.84;585.27;1839.68;1544.52;0.06;0.43
2939.85;200;40;952.28;617.1;1882.77;1553.08;0.05;0.42
2999.87;200;24;980.07;613.77;1939.5;1571.28;0.05;0.38
3059.97;200;20;1013.24;630.43;1999.6;1596.25;0.05;0.38
3120;200;1;1021.02;596.76;2050.91;1537.54;0.05;0.33
3179.73;200;0;958.59;703.89;2083.19;1698.47;0.06;0.37
3239.96;200;0;985.65;893.2;2140.59;1937.37;0.06;0.39
3299.97;200;0;1018;977.41;2200.6;2058.74;0.08;0.41
3359.82;200;0;1044.37;1136.83;2257.68;2251.71;0.06;0.44
3419.98;200;0;1076.55;1116.91;2317.84;2213.92;0.07;0.47
3479.78;200;0;1113.4;1296;2388.39;2337.05;0.07;0.46
3539.99;200;0;1145.46;1417.46;2448.61;2466.28;0.06;0.39
3599.67;200;0;1243.78;1661.23;2523.29;2599.34;0.06;0.49
3659.96;200;0;1277.84;1240.62;2580.19;2405.28;0.06;0.56
3719.7;200;0;1302.14;960.7;2629.35;2472.7;0.05;0.76
3779.96;200;0;1294.29;0;2666.85;0;0.04;0
3839.83;200;0;1236.25;0;2686.38;0;0.04;0
3899.83;200;0;1249.32;0;2721.4;0;0.04;0
3959.99;200;0;1175.59;0;2728.87;0;0.04;0
4019.96;200;0;1042.31;0;2728.66;0;0.03;0
4079.65;200;0;1074.03;0;2760.45;0;0.03;0
4139.97;200;0;1006.68;0;2758.2;0;0.03;0
4199.86;200;0;1011.43;0;2779.25;0;0.03;0
4259.77;200;0;1038.75;0;2807.04;0;0.03;0
4319.76;200;0;1127.82;0;2874.79;0;0.03;0
4379.65;200;0;1156.83;0;2903.97;0;0.03;0
4439.99;200;0;1179.28;0;2930.99;0;0.03;0
4500;200;0;1208.05;0;2959.93;0;0.03;0
4559.63;200;0;1228.84;0;2985.24;0;0.03;0
4619.97;200;0;1257.6;0;3014.13;0;0.03;0
4679.88;200;0;1277.84;0;3038.7;0;0.03;0
4739.73;200;0;1305.82;0;3066.67;0;0.03;0
4799.85;200;0;1334.07;0;3094.61;0;0.03;0
4859.95;200;0;1353.95;0;3118.37;0;0.03;0
4919.59;200;0;1248.52;0;3076.86;0;0.03;0
4979.92;200;0;1242.85;0;3087.26;0;0.03;0
5039.89;200;0;1270.25;0;3114.65;0;0.03;0
5099.78;200;0;1371.49;0;3198.78;0;0.03;0
5159.72;200;0;1400.54;0;3227.84;0;0.03;0
5219.68;200;0;1419.99;0;3251.25;0;0.04;0
5279.73;200;0;1448.81;0;3280.05;0;0.04;0
5339.87;200;0;1467.66;0;3302.06;0;0.04;0
5399.97;200;0;1496.28;0;3330.56;0;0.04;0
5459.81;200;0;1514.02;0;3351.37;0;0.04;0
5519.62;200;0;1541.95;0;3379.22;0;0.05;0
5579.9;200;0;1570.38;0;3407.59;0;0.05;0
5639.58;200;0;1587.49;0;3428.03;0;0.05;0
5699.61;200;0;1615.31;0;3455.72;0;0.04;0
5759.99;200;0;1632.31;0;3476.23;0;0.04;0
5819.98;200;0;1659.69;0;3503.46;0;0.04;0
5879.96;200;0;1781.55;0;3608.23;0;0.04;0
5939.61;200;0;1810.28;0;3636.76;0;0.04;0
5999.64;200;0;1825.52;0;3655.75;0;0.03;0
6059.63;200;0;1854.27;0;3684.25;0;0.03;0
6119.96;200;0;1869.08;0;3701.92;0;0.04;0
6179.81;200;0;1897.32;0;3729.66;0;0.04;0
6239.68;200;0;1910.92;0;3746.43;0;0.04;0
6299.78;200;0;1791.94;0;3639.59;0;0.04;0
6359.71;200;0;1807.06;0;3657.7;0;0.05;0
6419.89;200;0;1834.98;0;3685.61;0;0.05;0
6479.88;200;0;1849.37;0;3703.01;0;0.06;0
6539.89;200;0;1876.8;0;3730.45;0;0.06;0
6599.98;200;0;2010.06;0;3847.45;0;0.06;0
6659.6;200;0;2038.8;0;3876.2;0;0.06;0
6719.92;200;0;2052.07;0;3893.33;0;0.07;0
6779.92;200;0;2080.78;0;3922.1;0;0.06;0
6839.63;200;0;2092.63;0;3937.18;0;0.08;0
6899.64;200;0;2121;0;3965.67;0;0.07;0
6959.88;200;0;2132.68;0;3980.55;0;0.07;0
7019.69;200;0;2160.55;0;4008.46;0;0.06;0
7079.65;200;0;2188.57;0;4036.52;0;0.06;0
7139.98;200;0;2200;0;4051.06;0;0.06;0
7199.97;200;0;2227.71;0;4078.82;0;0.05;0
7259.99;200;0;2238.21;0;4092.31;0;0.05;0
7319.86;200;0;2265.49;0;4119.57;0;0.05;0
7379.92;200;0;2314.33;0;4152.48;0;0.03;0
7439.58;200;0;2238.17;0;4076.63;0;0.03;0
7499.82;200;0;2249.18;0;4091.63;0;0.03;0
7559.96;200;0;2278.08;0;4120.61;0;0.04;0
7619.98;200;0;2288.17;0;4134;0;0.04;0
7679.64;200;0;2297.61;0;4146.62;0;0.04;0
7739.98;200;0;2325.94;0;4175.11;0;0.04;0
7799.67;200;0;2353.61;0;4202.95;0;0.05;0
7859.96;200;0;2363.31;0;4215.82;0;0.05;0
7919.92;200;0;2390.92;0;4243.56;0;0.05;0
7979.77;200;0;2399.59;0;4255.25;0;0.05;0
8039.68;200;0;2426.86;0;4282.55;0;0.05;0
8099.7;200;0;2589;0;4428.41;0;0.04;0
8159.73;200;0;2618.11;0;4457.53;0;0.04;0
8219.96;200;0;2625.16;0;4468.54;0;0.04;0
8279.77;200;0;2653.73;0;4497.11;0;0.04;0
