# SectorTime OrderThroughputAgeAverage
0 258.6141935483871
0.016627777777777776 258.6141935483871
0.03328888888888889 268.8809090909091
0.049925 268.8809090909091
0.06658333333333333 274.74676470588236
0.08327777777777778 280.7277142857143
0.09997777777777778 293.8456756756757
0.11664444444444444 300.9218421052632
0.13321666666666668 300.9218421052632
0.14999722222222223 313.47650000000004
0.16659444444444443 313.47650000000004
0.18326111111111112 319.37804878048786
0.19994722219444444 325.5235714285715
0.21665555555555555 337.2320454545455
0.23324166666666668 337.2320454545455
0.24991666666666668 342.0900000000001
0.2665722222222222 346.058695652174
0.28330555555555553 350.80723404255326
0.29996666666666666 355.16479166666676
0.31664722222222225 365.0056000000001
0.33331666666666665 369.8833333333334
0.3499805555555556 369.8833333333334
0.3666638888888889 374.8938461538462
0.38326666666666664 385.095
0.3999361111111111 385.095
0.41665833333333335 404.7453571428572
0.4333194444444444 417.58894736842103
0.4499972222222222 429.6462068965517
0.46660555555555555 429.6462068965517
0.4832388888888889 444.3301694915254
0.49993611111111114 480.2322950819672
0.5166527777777777 495.5449152542373
0.5332416666666666 507.9628333333333
0.5499361111111111 529.0262711864406
0.5666388888888889 517.7885
0.5832972222222222 514.9853333333333
0.5999083333333334 514.9853333333333
0.6165972222222222 511.65799999999996
0.6333249999722222 504.67266666666654
0.649925 504.67266666666654
0.6666555555555556 497.41200000000003
0.6833194444444445 493.43133333333327
0.6999611111111111 489.5558333333333
0.7165805555555556 481.53032786885245
0.7332555555277778 489.25508474576264
0.7499861111111111 484.45338983050846
0.7666611111111111 471.762
0.7833305555277777 466.8555
0.7999833333333334 462.0568333333334
0.816625 454.48213114754105
0.8332972222222222 449.55180327868857
0.8499916666388889 446.3853333333333
0.8666666666666667 440.919
0.8832583333333334 440.919
0.8999888888888888 429.14966666666675
0.9166583333055556 422.11442622950824
0.9332833333333334 415.8973770491803
0.9499944444444445 409.87606557377046
0.9666055555555556 404.0371666666667
0.9833305555555556 397.83233333333334
0.9999083333333333 397.83233333333334
1.0166555555555556 384.5066666666666
1.03325 377.0403333333333
1.0499888888888889 369.23499999999996
1.0666194444444443 363.1819672131147
1.0832861111111112 355.24622950819673
1.0999972222222223 343.72
1.1166555555555555 340.00779661016946
1.133236111111111 334.341
1.1499916666666667 315.9405
1.1666277777777778 310.7611475409836
1.1832694444444445 301.65557377049186
1.1999333333333333 297.05833333333334
1.2165694444444444 287.1036666666667
1.2333305555555556 268.3573333333333
1.25 259.6131666666667
1.2665638888888888 259.6131666666667
1.283325 246.02540983606556
1.2999666666666667 236.84557377049177
1.3165916666388888 231.03849999999997
1.3332916666666668 220.75349999999997
1.349986111111111 207.07278688524588
1.3665527777777777 200.01683333333338
1.3833111111111112 178.33933333333334
1.3999694444444444 175.41573770491803
1.4166055555555555 160.77311475409834
1.4332555555555555 147.1625
1.4499111111111112 128.21533333333335
1.466591666638889 107.80344262295083
1.4832972222222223 88.00016666666666
1.4999916666666666 36.68866666666666
1.516613888888889 36.68866666666666
1.5332277777777779 16.011666666666667
1.5499722222222223 0
1.56655 0
1.583225 0
1.5999972222222223 0
1.6166611110833333 0
1.6333222222222221 0
1.6498916666666668 0
1.6665666666666668 0
1.6832305555555556 0
1.699988888888889 0
1.7166138888888889 0
1.7332444444444444 0
1.749938888888889 0
1.7665861111111112 0
1.7833027777777777 0
1.7999666666666667 0
1.8166361111111111 0
1.83332777775 0
1.849888888888889 0
1.8666444444444446 0
1.8833111111111112 0
1.8998972222222221 0
1.9165666666666668 0
1.9333 0
