# SectorTime BundlesBacklogLevel
0 89.45161290322581
0.016627777777777776 89.45161290322581
0.03328888888888889 96.15151515151516
0.049925 96.15151515151516
0.06658333333333333 99.20588235294117
0.08327777777777778 102.08571428571429
0.09997777777777778 107.37837837837837
0.11664444444444444 109.8157894736842
0.13321666666666668 109.8157894736842
0.14999722222222223 114.325
0.16659444444444443 114.325
0.18326111111111112 116.41463414634147
0.19994722219444444 118.4047619047619
0.21665555555555555 122.11363636363636
0.23324166666666668 122.11363636363636
0.24991666666666668 123.84444444444445
0.2665722222222222 125.5
0.28330555555555553 127.08510638297872
0.29996666666666666 128.60416666666666
0.31664722222222225 131.46
0.33331666666666665 132.80392156862746
0.3499805555555556 132.80392156862746
0.3666638888888889 134.09615384615384
0.38326666666666664 136.53703703703704
0.3999361111111111 136.53703703703704
0.41665833333333335 138.80357142857142
0.4333194444444444 139.87719298245614
0.4499972222222222 140.91379310344828
0.46660555555555555 140.91379310344828
0.4832388888888889 141.91525423728814
0.49993611111111114 143.81967213114754
0.5166527777777777 148.6949152542373
0.5332416666666666 149.55
0.5499361111111111 155.47457627118644
0.5666388888888889 159.55
0.5832972222222222 162.88333333333333
0.5999083333333334 162.88333333333333
0.6165972222222222 166.21666666666667
0.6333249999722222 172.88333333333333
0.649925 172.88333333333333
0.6666555555555556 179.55
0.6833194444444445 182.88333333333333
0.6999611111111111 186.21666666666667
0.7165805555555556 186.44262295081967
0.7332555555277778 190.23728813559322
0.7499861111111111 191.10169491525423
0.7666611111111111 192.2
0.7833305555277777 193.25
0.7999833333333334 194.4
0.816625 194.49180327868854
0.8332972222222222 195.72131147540983
0.8499916666388889 198.45
0.8666666666666667 200
0.8832583333333334 200
0.8999888888888888 200
0.9166583333055556 200
0.9332833333333334 200
0.9499944444444445 200
0.9666055555555556 200
0.9833305555555556 200
0.9999083333333333 200
1.0166555555555556 200
1.03325 200
1.0499888888888889 200
1.0666194444444443 200
1.0832861111111112 200
1.0999972222222223 200
1.1166555555555555 200
1.133236111111111 200
1.1499916666666667 200
