#TimeStamp;TripTime;Type
43;14;O
43;19;O
46;19;O
62;35;O
64;18;O
82;26;O
122;11;O
148;15;O
148;19;O
159;25;O
179;17;O
179;22;O
211;12;O
235;12;O
241;15;O
244;13;O
267;17;O
277;19;O
289;15;O
314;24;O
320;16;O
338;17;O
349;19;O
374;26;O
408;22;O
411;23;O
440;23;O
445;21;O
484;40;O
489;27;O
493;13;O
519;15;O
526;7;O
562;22;O
575;15;O
581;24;O
596;14;O
619;22;O
620;26;O
663;23;O
666;21;O
685;18;O
737;26;O
743;22;O
748;21;O
752;24;O
788;23;O
798;26;O
836;18;O
882;26;O
883;19;O
914;41;O
920;28;O
933;13;O
983;17;O
992;30;O
1010;19;O
1028;22;O
1043;22;O
1065;30;O
1087;14;O
1106;26;O
1110;22;O
1137;26;O
1152;17;O
1158;33;O
1181;12;O
1204;22;O
1223;22;O
1232;17;O
1233;35;O
1240;26;O
1266;14;O
1293;24;O
1305;14;O
1309;15;O
1342;17;O
1345;24;O
1373;21;O
1376;15;O
1381;29;O
1413;21;O
1433;30;O
1434;15;O
1473;20;O
1493;10;O
1500;21;O
1509;19;O
1519;23;O
1537;21;O
1538;21;O
1576;20;O
1577;20;O
1618;18;O
1622;18;O
1626;29;O
1628;17;O
1656;18;O
1657;19;O
1695;15;O
1698;25;O
1710;15;O
1731;16;O
1744;25;O
1750;34;O
1770;16;O
1776;24;O
1778;27;O
