#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;72.64;0.04;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.81;73.27;0.11;PP/0,TA/0.05,IS/0,PS/0,RB/0,OB/0.01,RP/0
119.61;73.27;0.21;PP/0,TA/0.14,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
179.87;73.27;0.27;PP/0.01,TA/0.16,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
239.76;73.27;0.3;PP/0.01,TA/0.18,IS/0,PS/0.09,RB/0,OB/0.02,RP/0
299.88;73.27;0.34;PP/0.01,TA/0.19,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
359.89;73.27;0.38;PP/0.01,TA/0.2,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
419.75;73.27;0.41;PP/0.02,TA/0.21,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
479.76;73.27;0.45;PP/0.02,TA/0.22,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
539.99;73.27;0.48;PP/0.02,TA/0.23,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
599.89;73.27;0.52;PP/0.03,TA/0.24,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
659.72;73.27;0.55;PP/0.03,TA/0.25,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
719.79;73.27;0.58;PP/0.03,TA/0.26,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
779.97;73.27;0.61;PP/0.03,TA/0.27,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
839.91;73.27;0.64;PP/0.04,TA/0.28,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
899.91;73.27;0.73;PP/0.04,TA/0.29,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
959.84;73.27;0.81;PP/0.04,TA/0.31,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1019.9;73.27;0.84;PP/0.05,TA/0.32,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1079.84;73.1;0.87;PP/0.05,TA/0.32,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1139.99;72.94;0.91;PP/0.05,TA/0.34,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1199.62;72.7;0.95;PP/0.05,TA/0.34,IS/0,PS/0.16,RB/0,OB/0.07,RP/0
1259.58;72.66;0.99;PP/0.06,TA/0.36,IS/0,PS/0.16,RB/0,OB/0.07,RP/0
1319.93;72.65;1.01;PP/0.06,TA/0.36,IS/0,PS/0.17,RB/0,OB/0.08,RP/0
1379.94;72.65;1.04;PP/0.06,TA/0.37,IS/0,PS/0.17,RB/0,OB/0.08,RP/0
1439.87;72.65;1.06;PP/0.06,TA/0.37,IS/0,PS/0.17,RB/0,OB/0.08,RP/0
1499.99;72.65;1.09;PP/0.07,TA/0.38,IS/0,PS/0.17,RB/0,OB/0.08,RP/0
1559.78;72.65;1.12;PP/0.07,TA/0.38,IS/0,PS/0.17,RB/0,OB/0.08,RP/0
1619.96;72.65;1.14;PP/0.07,TA/0.39,IS/0,PS/0.17,RB/0,OB/0.09,RP/0
1679.98;72.65;1.16;PP/0.08,TA/0.39,IS/0,PS/0.17,RB/0,OB/0.09,RP/0
1739.99;72.65;1.19;PP/0.08,TA/0.4,IS/0,PS/0.17,RB/0,OB/0.09,RP/0
1799.98;72.65;1.21;PP/0.08,TA/0.4,IS/0,PS/0.17,RB/0,OB/0.09,RP/0
