#FromID;FromX;FromY;FromIsStorage;FromIsIStation;FromIsOStation;FromIsElevator;ToID;ToX;ToY;ToIsStorage;ToIsIStation;ToIsOStation;ToIsElevator;Count;TravelTimeAvg;TravelTimeVar;TravelTimeMin;TravelTimeMax
12;35.50;3.50;False;False;True;False;144;19.50;1.50;True;False;False;False;2;19.64430016086078;0.17683656648401552;19.346948040905318;19.941652280816243
12;35.50;3.50;False;False;True;False;146;21.50;1.50;True;False;False;False;2;20.162918464896734;0.06617605324961652;19.981017319697457;20.34481961009601
12;35.50;3.50;False;False;True;False;149;24.50;1.50;True;False;False;False;1;15.857222222222163;0;15.857222222222163;15.857222222222163
12;35.50;3.50;False;False;True;False;155;16.50;2.50;True;False;False;False;3;18.083641176095625;0.41612561650733604;17.473701306063504;18.758888888889715
12;35.50;3.50;False;False;True;False;157;18.50;2.50;True;False;False;False;2;16.770555555555745;1.2711265432096792;15.973333333333585;17.567777777777906
12;35.50;3.50;False;False;True;False;158;19.50;2.50;True;False;False;False;1;18.038333333333412;0;18.038333333333412;18.038333333333412
12;35.50;3.50;False;False;True;False;160;21.50;2.50;True;False;False;False;1;14.841204902524169;0;14.841204902524169;14.841204902524169
12;35.50;3.50;False;False;True;False;161;22.50;2.50;True;False;False;False;1;14.494538235857249;0;14.494538235857249;14.494538235857249
12;35.50;3.50;False;False;True;False;162;23.50;2.50;True;False;False;False;1;13.039538235857208;0;13.039538235857208;13.039538235857208
12;35.50;3.50;False;False;True;False;163;24.50;2.50;True;False;False;False;4;12.389329003408761;0.1381026476524426;12.081111111111056;12.841666666666583
12;35.50;3.50;False;False;True;False;183;16.50;4.50;True;False;False;False;2;18.57250000000056;0.11653719135790419;18.331111111111795;18.813888888889323
12;35.50;3.50;False;False;True;False;184;17.50;4.50;True;False;False;False;2;46.24995284412614;1635.0884888335102;17.657222222222344;74.84268346602994
12;35.50;3.50;False;False;True;False;185;18.50;4.50;True;False;False;False;3;16.815000000000396;0.08590956790146873;16.52500000000009;17.111111111111995
12;35.50;3.50;False;False;True;False;189;22.50;4.50;True;False;False;False;1;14.142871569190902;0;14.142871569190902;14.142871569190902
12;35.50;3.50;False;False;True;False;190;23.50;4.50;True;False;False;False;1;13.184444444444466;0;13.184444444444466;13.184444444444466
12;35.50;3.50;False;False;True;False;191;24.50;4.50;True;False;False;False;3;14.740062527609126;0.01730649608696279;14.644444444444275;14.890093791412909
12;35.50;3.50;False;False;True;False;233;24.50;7.50;True;False;False;False;1;18.480649346968903;0;18.480649346968903;18.480649346968903
12;35.50;3.50;False;False;True;False;247;24.50;8.50;True;False;False;False;1;17.678333333333512;0;17.678333333333512;17.678333333333512
28;35.50;9.50;False;False;True;False;228;19.50;7.50;True;False;False;False;1;20.35509379141331;0;20.35509379141331;20.35509379141331
28;35.50;9.50;False;False;True;False;230;21.50;7.50;True;False;False;False;1;19.444538235857863;0;19.444538235857863;19.444538235857863
28;35.50;9.50;False;False;True;False;233;24.50;7.50;True;False;False;False;3;15.671666666666587;0.27932808641974327;15.127777777777737;16.18333333333328
28;35.50;9.50;False;False;True;False;240;17.50;8.50;True;False;False;False;2;16.882500000000164;0.004303858024701109;16.836111111111222;16.928888888889105
28;35.50;9.50;False;False;True;False;241;18.50;8.50;True;False;False;False;1;16.93249640353929;0;16.93249640353929;16.93249640353929
28;35.50;9.50;False;False;True;False;244;21.50;8.50;True;False;False;False;3;15.44419673165089;1.0115913498647673;14.592222222222176;16.553701306063545
28;35.50;9.50;False;False;True;False;246;23.50;8.50;True;False;False;False;1;14.59222222222229;0;14.59222222222229;14.59222222222229
28;35.50;9.50;False;False;True;False;247;24.50;8.50;True;False;False;False;2;12.908102451262152;0.47323954506969196;12.421666666666852;13.394538235857453
28;35.50;9.50;False;False;True;False;267;16.50;10.50;True;False;False;False;1;18.445649346968594;0;18.445649346968594;18.445649346968594
28;35.50;9.50;False;False;True;False;268;17.50;10.50;True;False;False;False;2;18.868102451262303;5.972676164115295;17.140000000000327;20.596204902524278
28;35.50;9.50;False;False;True;False;269;18.50;10.50;True;False;False;False;1;17.51953823585734;0;17.51953823585734;17.51953823585734
28;35.50;9.50;False;False;True;False;270;19.50;10.50;True;False;False;False;1;16.042222222222335;0;16.042222222222335;16.042222222222335
28;35.50;9.50;False;False;True;False;272;21.50;10.50;True;False;False;False;3;15.8550023976422;1.0204218915106262;14.89222222222213;16.90666666666698
28;35.50;9.50;False;False;True;False;274;23.50;10.50;True;False;False;False;3;13.791327560100655;0.7701914844807368;13.265093791412909;14.804444444444698
28;35.50;9.50;False;False;True;False;275;24.50;10.50;True;False;False;False;3;15.041697930470937;0.20731178554023327;14.70166666666671;15.558982680301796
28;35.50;9.50;False;False;True;False;289;24.50;11.50;True;False;False;False;3;15.707962962963014;0.48433652263387766;15.204999999999927;16.502222222222372
28;35.50;9.50;False;False;True;False;317;24.50;13.50;True;False;False;False;1;17.583333333333258;0;17.583333333333258;17.583333333333258
28;35.50;9.50;False;False;True;False;331;24.50;14.50;True;False;False;False;2;18.36606421540489;0.014027522599357673;18.282316013635068;18.449812417174712
28;35.50;9.50;False;False;True;False;373;24.50;17.50;True;False;False;False;1;20.06731601363572;0;20.06731601363572;20.06731601363572
44;0.50;6.50;False;False;True;False;136;11.50;1.50;True;False;False;False;3;17.82323954192024;0.9688463916501953;17.0716666666666;18.937402612125197
44;0.50;6.50;False;False;True;False;192;11.50;5.50;True;False;False;False;3;11.594321960312433;30.284569055965783;5.240188103159198;14.828888888889196
