#TimeStamp;BacklogBundleCount;BacklogOrderCount;BundleThroughputAgeAvg;OrderThroughputAgeAvg;BundleTurnoverAgeAvg;OrderTurnoverAgeAvg;BundleFrequencyAvg;OrderFrequencyAvg
0;200;200;0;0;0;0;0;0.24
59.84;200;200;0;52.4;0;59.84;0;0.23
119.96;200;200;0;88.4;0;115.34;0;0.28
180;200;200;0;116.23;0;171.3;0;0.33
239.96;200;200;0;139.08;0;217.87;0;0.2
299.66;200;200;0;171.73;0;279.53;0;0.23
359.89;200;200;0;186.37;0;310.99;0;0.2
419.86;200;200;0;226.82;0;366.38;0;0.2
479.8;200;200;0;252.01;0;410.35;0;0.22
539.77;200;200;0;308.7;0;447.51;0;0.22
599.82;200;200;0;306.07;0;494.75;0;0.25
659.97;200;200;0;334.97;0;559.81;0;0.24
719.97;200;200;0;348.28;0;605.57;0;0.24
779.65;200;200;0;273.99;0;610.33;0;0.27
839.95;200;200;0;273.62;0;659.09;0;0.36
899.81;200;200;0;320.24;0;725.61;0;0.29
959.7;200;200;0;307.14;0;734.21;0;0.34
1019.79;200;200;0;314.94;0;789.31;0;0.35
1079.88;200;200;0;320.79;0;830.03;0;0.37
1139.76;200;200;0;351.59;0;883.4;0;0.43
1200;200;200;0;372.69;0;918.42;0;0.47
1259.58;200;200;0;385.49;0;938.46;0;0.52
1319.95;200;191;0;413.59;0;1013.7;0;0.47
1379.62;200;182;0;362.95;0;1038.76;0;0.54
1439.94;200;181;0;378.82;0;1098.67;0;0.52
1499.82;200;164;0;422.27;0;1310.16;0;0.43
1559.8;200;159;0;458.82;0;1380.14;0;0.44
1619.96;200;144;0;469.59;0;1380.38;0;0.42
1679.83;200;137;0;513.08;0;1411.43;0;0.4
1739.94;200;132;0;455.08;0;1354.68;0;0.43
1799.74;200;120;0;426.57;0;1374.62;0;0.46
