#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;87.16;0.02;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.86;87.16;0.08;PP/0.01,TA/0.04,IS/0,PS/0.01,RB/0,OB/0.01,RP/0
119.77;87.16;0.13;PP/0.01,TA/0.07,IS/0,PS/0.04,RB/0,OB/0.01,RP/0
179.6;87.03;0.16;PP/0.01,TA/0.08,IS/0,PS/0.04,RB/0,OB/0.01,RP/0
239.91;86.9;0.18;PP/0.01,TA/0.08,IS/0,PS/0.04,RB/0,OB/0.01,RP/0
299.77;86.9;0.21;PP/0.02,TA/0.09,IS/0,PS/0.05,RB/0,OB/0.01,RP/0
359.72;86.9;0.23;PP/0.02,TA/0.09,IS/0,PS/0.05,RB/0,OB/0.01,RP/0
419.75;86.88;0.24;PP/0.02,TA/0.09,IS/0,PS/0.05,RB/0,OB/0.01,RP/0
479.98;86.79;0.26;PP/0.02,TA/0.09,IS/0,PS/0.05,RB/0,OB/0.02,RP/0
539.96;86.79;0.3;PP/0.02,TA/0.1,IS/0,PS/0.05,RB/0,OB/0.02,RP/0
599.69;86.79;0.33;PP/0.02,TA/0.11,IS/0,PS/0.05,RB/0,OB/0.03,RP/0
660;86.79;0.37;PP/0.03,TA/0.12,IS/0,PS/0.05,RB/0,OB/0.03,RP/0
719.77;86.79;0.39;PP/0.03,TA/0.12,IS/0,PS/0.05,RB/0,OB/0.03,RP/0
779.84;86.61;0.41;PP/0.03,TA/0.13,IS/0,PS/0.06,RB/0,OB/0.03,RP/0
839.96;86.52;0.44;PP/0.03,TA/0.13,IS/0,PS/0.06,RB/0,OB/0.04,RP/0
899.64;86.52;0.46;PP/0.03,TA/0.13,IS/0,PS/0.06,RB/0,OB/0.04,RP/0
959.77;86.52;0.48;PP/0.03,TA/0.13,IS/0,PS/0.06,RB/0,OB/0.04,RP/0
1019.97;86.52;0.5;PP/0.03,TA/0.14,IS/0,PS/0.06,RB/0,OB/0.04,RP/0
1079.59;86.26;0.52;PP/0.03,TA/0.14,IS/0,PS/0.06,RB/0,OB/0.04,RP/0
1139.79;86.05;0.54;PP/0.04,TA/0.14,IS/0,PS/0.06,RB/0,OB/0.05,RP/0
1199.85;85.93;0.57;PP/0.04,TA/0.14,IS/0,PS/0.06,RB/0,OB/0.05,RP/0
1259.85;85.84;0.58;PP/0.04,TA/0.15,IS/0,PS/0.06,RB/0,OB/0.05,RP/0
1319.86;85.8;0.61;PP/0.04,TA/0.15,IS/0,PS/0.06,RB/0,OB/0.05,RP/0
1379.68;85.79;0.65;PP/0.04,TA/0.16,IS/0,PS/0.06,RB/0,OB/0.06,RP/0
1439.76;85.79;0.66;PP/0.04,TA/0.16,IS/0,PS/0.06,RB/0,OB/0.07,RP/0
1499.83;85.79;0.68;PP/0.04,TA/0.16,IS/0,PS/0.07,RB/0,OB/0.07,RP/0
1559.69;85.79;0.71;PP/0.05,TA/0.16,IS/0,PS/0.07,RB/0,OB/0.07,RP/0
1619.9;85.79;0.73;PP/0.05,TA/0.16,IS/0,PS/0.07,RB/0,OB/0.07,RP/0
1680;85.79;0.76;PP/0.05,TA/0.17,IS/0,PS/0.07,RB/0,OB/0.08,RP/0
1739.88;85.79;0.78;PP/0.05,TA/0.17,IS/0,PS/0.07,RB/0,OB/0.08,RP/0
1799.89;85.79;0.83;PP/0.05,TA/0.18,IS/0,PS/0.08,RB/0,OB/0.09,RP/0
