#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;95.48;0.02;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.98;96.72;0.14;PP/0.03,TA/0.06,IS/0,PS/0,RB/0,OB/0.01,RP/0
119.83;96.72;0.2;PP/0.03,TA/0.1,IS/0,PS/0.03,RB/0,OB/0.01,RP/0
179.77;96.72;0.24;PP/0.03,TA/0.12,IS/0,PS/0.05,RB/0,OB/0.01,RP/0
239.96;96.72;0.26;PP/0.03,TA/0.13,IS/0,PS/0.05,RB/0,OB/0.01,RP/0
299.61;96.72;0.28;PP/0.03,TA/0.13,IS/0,PS/0.05,RB/0,OB/0.01,RP/0
359.86;96.72;0.31;PP/0.03,TA/0.14,IS/0,PS/0.06,RB/0,OB/0.02,RP/0
419.69;96.72;0.34;PP/0.04,TA/0.14,IS/0,PS/0.06,RB/0,OB/0.02,RP/0
479.59;96.56;0.36;PP/0.04,TA/0.15,IS/0,PS/0.06,RB/0,OB/0.02,RP/0
539.72;96.46;0.38;PP/0.04,TA/0.15,IS/0,PS/0.06,RB/0,OB/0.02,RP/0
599.78;96.34;0.41;PP/0.04,TA/0.16,IS/0,PS/0.06,RB/0,OB/0.03,RP/0
659.67;96.24;0.43;PP/0.04,TA/0.16,IS/0,PS/0.07,RB/0,OB/0.03,RP/0
719.81;96.24;0.45;PP/0.04,TA/0.16,IS/0,PS/0.07,RB/0,OB/0.03,RP/0
779.84;96.24;0.46;PP/0.04,TA/0.17,IS/0,PS/0.07,RB/0,OB/0.03,RP/0
839.73;96.24;0.49;PP/0.05,TA/0.17,IS/0,PS/0.07,RB/0,OB/0.03,RP/0
899.71;96.24;0.51;PP/0.05,TA/0.17,IS/0,PS/0.07,RB/0,OB/0.03,RP/0
959.99;96.24;0.53;PP/0.05,TA/0.17,IS/0,PS/0.07,RB/0,OB/0.04,RP/0
1019.88;96.24;0.55;PP/0.05,TA/0.18,IS/0,PS/0.07,RB/0,OB/0.04,RP/0
1079.88;96.24;0.58;PP/0.05,TA/0.18,IS/0,PS/0.07,RB/0,OB/0.04,RP/0
1139.77;96.21;0.62;PP/0.05,TA/0.19,IS/0,PS/0.08,RB/0,OB/0.05,RP/0
1199.79;96.2;0.64;PP/0.05,TA/0.19,IS/0,PS/0.08,RB/0,OB/0.05,RP/0
1259.76;96.16;0.68;PP/0.06,TA/0.2,IS/0,PS/0.08,RB/0,OB/0.05,RP/0
1319.84;96.13;0.7;PP/0.06,TA/0.2,IS/0,PS/0.09,RB/0,OB/0.05,RP/0
1379.64;96.13;0.72;PP/0.06,TA/0.21,IS/0,PS/0.09,RB/0,OB/0.06,RP/0
1439.97;96.13;0.74;PP/0.06,TA/0.21,IS/0,PS/0.09,RB/0,OB/0.06,RP/0
1499.83;96.13;0.76;PP/0.06,TA/0.21,IS/0,PS/0.09,RB/0,OB/0.06,RP/0
1559.83;96.13;0.77;PP/0.06,TA/0.21,IS/0,PS/0.09,RB/0,OB/0.06,RP/0
1619.72;96.13;0.79;PP/0.06,TA/0.21,IS/0,PS/0.09,RB/0,OB/0.06,RP/0
1679.87;96.13;0.81;PP/0.06,TA/0.22,IS/0,PS/0.09,RB/0,OB/0.06,RP/0
1739.63;96.13;0.83;PP/0.06,TA/0.22,IS/0,PS/0.09,RB/0,OB/0.07,RP/0
1799.63;96.07;0.85;PP/0.07,TA/0.23,IS/0,PS/0.09,RB/0,OB/0.07,RP/0
