#TimeStamp;TripTime;Type
42;27;O
43;16;O
50;29;O
54;22;O
61;16;O
81;22;O
115;17;O
139;19;O
151;19;O
177;15;O
184;20;O
205;18;O
218;16;O
234;17;O
241;22;O
276;13;O
280;10;O
302;23;O
307;22;O
344;29;O
367;20;O
373;26;O
405;17;O
414;17;O
446;23;O
466;21;O
469;23;O
515;25;O
516;18;O
535;31;O
557;13;O
571;27;O
611;20;O
615;22;O
619;21;O
628;13;O
658;19;O
698;31;O
709;21;O
726;14;O
734;15;O
746;22;O
789;30;O
813;21;O
814;33;O
838;20;O
847;18;O
869;29;O
882;21;O
892;14;O
925;19;O
930;22;O
948;23;O
976;19;O
978;13;O
998;19;O
1049;15;O
1071;34;O
1075;27;O
1087;7;O
1088;13;O
1117;32;O
1140;16;O
1153;15;O
1180;26;O
1182;29;O
1213;20;O
1222;21;O
1264;18;O
1278;29;O
1297;26;O
1319;21;O
1340;28;O
1359;26;O
1368;23;O
1404;13;O
1423;9;O
1441;18;O
1448;11;O
1451;30;O
1459;31;O
1510;32;O
1532;16;O
1533;26;O
1539;51;O
1555;35;O
1568;21;O
1602;20;O
1608;25;O
1651;70;O
1674;24;O
1676;17;O
1691;21;O
1704;17;O
1709;27;O
1740;22;O
1752;14;O
1764;23;O
1776;28;O
1792;18;O
