#TimeStamp;TripTime;Type
37;12;O
45;23;O
49;18;O
57;12;O
63;17;O
83;27;O
111;18;O
124;13;O
153;16;O
202;29;O
215;22;O
218;29;O
242;17;O
260;17;O
263;17;O
320;29;O
332;15;O
358;13;O
359;18;O
378;23;O
387;21;O
436;15;O
437;23;O
449;21;O
485;19;O
486;17;O
532;26;O
545;22;O
555;32;O
566;20;O
606;16;O
639;22;O
644;27;O
675;22;O
696;26;O
707;13;O
721;21;O
734;18;O
747;18;O
773;13;O
776;19;O
793;17;O
829;27;O
835;31;O
846;17;O
861;13;O
868;22;O
922;24;O
924;12;O
939;20;O
966;20;O
1001;26;O
1016;38;O
1018;18;O
1035;34;O
1048;25;O
1054;14;O
1116;13;O
1150;26;O
1162;27;O
1168;13;O
1186;30;O
1201;18;O
1230;22;O
1238;18;O
1265;18;O
1285;24;O
1287;16;O
1301;18;O
1336;32;O
1363;24;O
1371;25;O
1375;28;O
1377;22;O
1399;11;O
1427;22;O
1446;26;O
1452;27;O
1464;23;O
1478;24;O
1489;22;O
1512;14;O
1536;24;O
1546;11;O
1562;31;O
1591;14;O
1593;30;O
1604;17;O
1628;26;O
1657;19;O
1677;66;O
1690;21;O
1706;29;O
1713;14;O
1749;27;O
1767;13;O
1768;23;O
1780;15;O
1786;19;O
