#TimeStamp;TripTime;Type
38;11;O
48;24;O
53;20;O
63;18;O
74;30;O
76;25;O
128;26;O
138;17;O
156;30;O
157;31;O
184;22;O
206;22;O
230;22;O
241;19;O
271;23;O
281;14;O
287;17;O
327;17;O
334;20;O
353;18;O
361;18;O
386;7;O
391;18;O
457;27;O
472;21;O
501;25;O
514;18;O
515;13;O
554;27;O
557;21;O
588;15;O
617;23;O
632;28;O
646;22;O
656;22;O
668;21;O
720;23;O
737;19;O
761;12;O
764;19;O
774;27;O
809;31;O
818;17;O
839;10;O
854;18;O
854;24;O
876;25;O
900;20;O
910;25;O
960;12;O
961;33;O
969;13;O
990;8;O
995;14;O
1019;24;O
1027;13;O
1066;21;O
1067;25;O
1070;22;O
1099;24;O
1125;19;O
1128;29;O
1137;18;O
1166;7;O
1188;11;O
1213;18;O
1218;31;O
1221;16;O
1247;18;O
1256;20;O
1266;20;O
1304;27;O
1308;18;O
1311;26;O
1322;28;O
1357;28;O
1374;22;O
1382;21;O
1395;13;O
1419;26;O
1432;42;O
1446;20;O
1452;21;O
1462;24;O
1503;44;O
1509;20;O
1511;21;O
1515;27;O
1533;17;O
1545;21;O
1566;14;O
1586;23;O
1618;23;O
1622;27;O
1649;51;O
1652;24;O
1655;23;O
1701;24;O
1705;23;O
1733;27;O
1742;20;O
1760;69;O
1793;37;O
