#TimeStamp;DistanceTraveled
60;196
119.99;157.04
179.73;169.95
239.64;165.13
299.92;121.73
359.72;184.23
419.81;121.83
480;145.14
540;132.95
599.93;201.19
659.94;170.29
719.78;202.35
779.98;175.26
839.89;221.11
899.93;127.46
959.7;142.74
1019.8;204.54
1079.81;187.72
1139.59;190.44
1199.59;168.94
1259.64;160.48
1319.64;229.79
1379.64;196.13
1439.72;190.77
1500;177.4
1559.99;125.59
1619.81;202.67
1679.98;171.25
1739.77;194.46
1800;207.58
