#TimeStamp;DistanceTraveled
59.96;330.17
119.69;60.83
179.96;59.65
239.79;33.7
299.61;32.63
359.64;70.02
419.79;72
479.93;57.61
539.81;93.39
599.61;50.63
659.88;112.98
719.92;7.39
779.79;53.01
839.66;84.99
899.99;50
959.74;53.45
1019.6;43.17
1079.76;70.61
1139.85;58.78
1199.95;99.68
1259.83;102.24
1319.93;62.08
1379.97;94.89
1439.74;72.11
1499.58;79.57
1559.9;132.43
1619.71;38.68
1679.78;69.71
1739.84;113.2
1800;44.93
