#TimeStamp;DistanceTraveled
59.83;233.38
119.91;113.37
179.9;158.61
239.73;137.07
299.78;167.47
359.74;113.98
419.86;112.11
479.92;127.8
539.96;119.67
599.71;171.67
659.96;174.67
719.96;104.52
779.73;133.46
839.64;199.7
899.67;173.19
959.98;134.69
1019.98;212.61
1079.99;204.83
1139.86;127.57
1199.97;180.73
1260;171.18
1319.8;160.25
1379.71;178.89
1439.64;143.08
1499.73;191.2
1559.91;231.88
1619.89;214.37
1679.86;221.51
1739.87;202.26
1799.73;210.22
