#TimeStamp;TripTime;Type
37;11;O
44;23;O
46;24;O
52;21;O
60;11;O
63;16;O
107;18;O
139;23;O
165;29;O
179;26;O
199;21;O
219;22;O
224;30;O
238;15;O
251;15;O
281;27;O
290;12;O
321;19;O
324;15;O
341;17;O
367;22;O
379;16;O
387;23;O
409;18;O
412;17;O
433;17;O
436;22;O
484;19;O
492;16;O
494;19;O
500;15;O
523;13;O
525;18;O
559;19;O
579;16;O
597;17;O
609;32;O
629;27;O
641;28;O
663;12;O
682;48;O
693;29;O
703;22;O
743;14;O
754;24;O
775;16;O
781;32;O
795;22;O
796;17;O
825;19;O
836;16;O
840;17;O
863;16;O
895;19;O
901;18;O
906;23;O
924;21;O
963;22;O
966;22;O
987;17;O
990;30;O
1000;32;O
1036;20;O
1038;29;O
1074;27;O
1076;11;O
1079;14;O
1108;18;O
1111;30;O
1121;21;O
1154;19;O
1177;17;O
1191;17;O
1213;32;O
1221;13;O
1228;24;O
1245;21;O
1254;7;O
1275;17;O
1277;27;O
1282;13;O
1312;21;O
1314;16;O
1326;13;O
1352;16;O
1362;15;O
1367;27;O
1388;16;O
1396;13;O
1409;19;O
1427;24;O
1430;14;O
1434;15;O
1456;17;O
1464;10;O
1475;19;O
1502;14;O
1506;13;O
1519;28;O
1537;19;O
1553;25;O
1572;6;O
1575;13;O
1599;11;O
1599;18;O
1605;27;O
1640;28;O
1649;21;O
1667;26;O
1678;21;O
1683;23;O
1696;27;O
1713;20;O
1720;22;O
1748;24;O
1759;19;O
1769;28;O
1775;17;O
1798;19;O
