#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.6;100;0;0;0;0;0;0;0;0;0
599.86;0.41;100;0;0;0;0;0;0;0;0;0
1199.99;0.25;100;0;0;0;0;0;0;0;0;0
1799.88;0.11;100;0;0;0;0;0;0;0;0;0
