#TimeStamp;TripTime;Type
35;11;O
36;18;O
41;15;O
58;29;O
59;14;O
63;18;O
95;14;O
121;18;O
125;13;O
135;25;O
144;18;O
155;24;O
166;21;O
220;15;O
233;19;O
240;19;O
241;23;O
258;18;O
278;22;O
326;20;O
330;16;O
348;13;O
365;21;O
377;25;O
407;22;O
412;18;O
420;21;O
460;30;O
465;23;O
485;14;O
492;23;O
507;22;O
550;11;O
558;23;O
577;27;O
582;17;O
584;25;O
613;15;O
620;30;O
643;7;O
645;15;O
662;21;O
687;12;O
704;18;O
723;13;O
737;23;O
758;16;O
779;19;O
781;19;O
803;17;O
819;27;O
845;11;O
846;12;O
847;16;O
882;26;O
884;20;O
904;14;O
931;21;O
946;24;O
968;30;O
969;21;O
969;15;O
989;15;O
1021;21;O
1049;23;O
1070;18;O
1072;25;O
1088;32;O
1098;20;O
1111;27;O
1141;27;O
1171;7;O
1197;31;O
1208;25;O
1209;29;O
1215;14;O
1227;23;O
1249;7;O
1303;12;O
1323;26;O
1327;14;O
1330;15;O
1335;23;O
1379;22;O
1389;7;O
1397;14;O
1406;31;O
1423;23;O
1438;19;O
1466;20;O
1492;16;O
1511;25;O
1514;13;O
1550;11;O
1560;14;O
1586;15;O
1592;25;O
1619;17;O
1626;24;O
1655;18;O
1664;16;O
1666;25;O
1683;23;O
1700;17;O
1702;16;O
1729;18;O
1757;14;O
1762;19;O
1763;16;O
1780;22;O
