W2,W3,Za,Zb,Zc,ItemPileOneAvg,DistanceTraveled,OrderTurnoverTimeAvg,OrdersHandled
0.05,0.05,0.164,0.425,0.725,8.47777777777778,4921.742478421216,487.4129477653874,495
0.05,0.05,0.164,0.425,0.725,8.427755376344086,4886.045471414352,461.7549417311319,526
0.05,0.05,0.164,0.425,0.725,8.223314741341307,4864.70152688196,453.5336110781779,503
0.05,0.05,0.185,0.358,0.612,8.000336021505376,4965.595989934435,448.56371480514787,496
0.05,0.05,0.185,0.358,0.612,8.329301075268818,4881.01248835635,441.18197902100496,525
0.05,0.05,0.185,0.358,0.612,8.529769328434512,5035.833777625598,448.0369207429175,499
0.05,0.05,0.18,0.4,0.6,7.801869501466276,5091.722937770434,454.53932319755745,486
0.05,0.05,0.18,0.4,0.6,8.549206349206349,4862.735418175272,501.80408558074646,520
0.05,0.05,0.18,0.4,0.6,8.047754585705249,5045.834746855914,465.7705523929116,474
0.05,0.21333333333333337,0.1,1,0.5,7.71961405529954,4979.953685556952,452.51606557847236,480
0.05,0.21333333333333337,0.1,1,0.5,7.785600255427842,4942.588574035084,427.4687329519337,500
0.05,0.21333333333333337,0.1,1,0.5,6.670868347338936,5223.484938888882,428.6755248570028,457
0.05,0.21333333333333337,0.1,1,0.5,6.981617647058823,5059.956093128797,432.9425704737756,473
0.05,0.21333333333333337,0.1,1,0.5,6.75093795093795,5152.624551415118,479.0150206269431,465
0.05,0.21333333333333337,0.1,1,0.5,7.332107843137255,5109.885245866776,460.13822039483597,480
0.05,0.21333333333333337,0.1,1,0.5,7.0755878108819275,5036.63136635801,438.50438504055546,470
0.05,0.21333333333333337,0.1,1,0.5,7.4974789915966396,5118.6460707478145,428.1737655756279,486
0.05,0.21333333333333337,0.1,1,0.5,7.90752688172043,5103.560923879427,446.03138664504195,501
0.05,0.3766666666666667,0.1,1,0.5,7.6246046805819105,4933.007735643523,427.24326665287464,479
0.05,0.3766666666666667,0.1,1,0.5,7.753991528185076,4978.8749906890735,444.5221840178688,493
0.05,0.3766666666666667,0.1,1,0.5,7.353178847296494,5029.069340147001,466.25937676576166,483
0.05,0.3766666666666667,0.1,1,0.5,7.067857142857143,5203.215173526412,424.66314729374267,468
0.05,0.3766666666666667,0.1,1,0.5,7.5834818775995245,4975.180065434545,464.3763287967334,499
0.05,0.3766666666666667,0.1,1,0.5,7.907435958254268,4891.539999999994,470.92916567881025,498
0.05,0.3766666666666667,0.1,1,0.5,7.303551097858499,5135.132031113347,450.6062124589127,477
0.05,0.3766666666666667,0.1,1,0.5,7.447916666666667,4971.670270584846,425.78299049879666,490
0.05,0.3766666666666667,0.1,1,0.5,7.839658444022771,4881.647518048753,452.71856954628964,483
0.05,0.54,0.1,1,0.5,7.245816801794032,5224.232571888147,448.15786801715836,467
0.05,0.54,0.1,1,0.5,7.640120967741936,4837.2565094604,445.9238274283716,490
0.05,0.54,0.1,1,0.5,6.8142616642616645,5300.802882442296,477.20091928060083,463
0.05,0.54,0.1,1,0.5,7.202198455139633,5174.025542847667,463.7582849280072,477
0.05,0.54,0.1,1,0.5,7.434343434343433,4886.952424247715,441.6578179080626,488
0.05,0.54,0.1,1,0.5,7.223041474654379,5114.631737014534,449.086958371479,468
0.05,0.54,0.1,1,0.5,7.461952861952862,5051.537910341402,446.75493938004723,478
0.05,0.54,0.1,1,0.5,7.409477124183006,4920.565119108341,437.2010079349802,484
0.05,0.54,0.1,1,0.5,7.162804515745692,5007.375956727956,490.43649212721107,462
0.198,0.05,0.114,0.575,1,7.234943977591037,5016.3566105468535,466.9149128519956,474
0.198,0.05,0.114,0.575,1,6.973063973063973,5021.151861728391,456.90306579115094,469
0.198,0.05,0.114,0.575,1,6.841290488349312,5171.954201908958,469.17104511333036,463
0.198,0.05,0.114,0.575,1,7.1030133265427375,5129.750316227225,480.31167039279717,470
0.198,0.05,0.114,0.575,1,7.037698412698414,5119.13617314846,442.4528089684764,485
0.198,0.05,0.114,0.575,1,7.157754010695187,5151.060355637126,430.03696796134756,463
0.198,0.05,0.114,0.575,1,7.246843434343435,5065.213179081884,448.4698737837469,465
0.198,0.05,0.114,0.575,1,7.46875,5110.15005334389,447.1010940700066,496
0.198,0.05,0.114,0.575,1,7.3302510398098635,5178.782893381581,455.62837278471153,472
0.198,0.21333333333333337,0.135,0.683,0.625,7.599324003795066,5025.007514177942,488.73583714135106,476
0.198,0.21333333333333337,0.135,0.683,0.625,7.8654188948306585,4892.826385292417,457.6223967829205,495
0.198,0.21333333333333337,0.135,0.683,0.625,7.041394335511982,5228.653215652917,458.8208377258387,472
0.198,0.21333333333333337,0.135,0.683,0.625,6.984619302266361,5118.791223026511,456.305976942735,467
0.198,0.21333333333333337,0.135,0.683,0.625,7.543876262626263,4913.131954429745,444.6592823791419,492
0.198,0.21333333333333337,0.135,0.683,0.625,6.735183770477889,5187.440382263993,467.7631044955405,451
0.198,0.21333333333333337,0.135,0.683,0.625,7.449006190941675,4985.70069590225,457.5918438260851,478
0.198,0.21333333333333337,0.135,0.683,0.625,7.588095238095238,5051.732725655574,437.41187271361497,489
0.198,0.21333333333333337,0.135,0.683,0.625,6.636758081611023,5231.9470895933255,448.5934797465782,443
0.198,0.3766666666666667,0.143,0.717,0.5,7.431628109047463,5144.589382098755,436.1245845351064,480
0.198,0.3766666666666667,0.143,0.717,0.5,7.299898141074611,5024.924092186275,470.2958777482889,489
0.198,0.3766666666666667,0.143,0.717,0.5,7.802083333333333,4886.015987654313,439.7141008735706,488
0.198,0.3766666666666667,0.143,0.717,0.5,7.978136200716846,4913.951223405236,456.0559021967681,491
0.198,0.3766666666666667,0.143,0.717,0.5,7.658612692388783,5070.985939160611,457.66127125055857,480
0.198,0.3766666666666667,0.143,0.717,0.5,7.0142331932773105,5081.489145087885,467.1030037052249,461
0.198,0.3766666666666667,0.143,0.717,0.5,7.4035420619860846,5025.89081838801,470.8667975127207,479
0.198,0.3766666666666667,0.143,0.717,0.5,7.506595622119815,5058.999999999996,423.7710672017381,487
0.198,0.3766666666666667,0.143,0.717,0.5,6.800084175084176,5024.994328331726,449.77081894820776,448
0.198,0.54,0.143,0.717,0.5,7.6521464646464645,5016.199785339493,478.3570423405355,481
0.198,0.54,0.143,0.717,0.5,8.151698179271708,4839.960457923986,468.5510851518406,497
0.198,0.54,0.143,0.717,0.5,7.942559523809524,4977.347146336442,456.1591372977815,478
0.198,0.54,0.143,0.717,0.5,8.164798850574712,4895.9343100222195,460.0774627495213,503
0.198,0.54,0.143,0.717,0.5,7.758269329237071,4995.094663397271,440.1884808715002,492
0.198,0.54,0.143,0.717,0.5,7.387867647058823,5068.309434826746,462.44181943805256,483
0.198,0.54,0.143,0.717,0.5,7.191795427848558,5093.6197736417935,457.18438523376125,466
0.198,0.54,0.143,0.717,0.5,7.043621084797555,5221.778856889058,465.1072668193377,474
0.198,0.54,0.143,0.717,0.5,7.254752886002886,5075.144176861457,466.8117892180732,467
0.346,0.05,0.139,0.408,1,7.583534946236559,5001.3081367283885,470.78838031857924,482
0.346,0.05,0.139,0.408,1,7.37870670995671,5065.247566389971,445.9704160611603,490
0.346,0.05,0.139,0.408,1,7.309863339275104,5222.231959558132,452.6033727726523,482
0.346,0.05,0.139,0.408,1,7.6609740670461735,4978.892475308628,467.52912580987885,482
0.346,0.05,0.139,0.408,1,7.66952614379085,5009.149376438661,454.07488582540867,488
0.346,0.05,0.139,0.408,1,7.0698752228164,5203.608095116638,444.27609278563364,464
0.346,0.05,0.139,0.408,1,6.88908128908129,5074.175232220705,482.5612287016034,462
0.346,0.05,0.139,0.408,1,7.783415032679739,5024.777125620123,482.8137551692072,484
0.346,0.05,0.139,0.408,1,7.08853238265003,5018.385561391233,444.14595895376664,465
0.346,0.21333333333333337,0.158,0.458,0.737,7.601372887864823,4981.279345328422,454.7831442384017,480
0.346,0.21333333333333337,0.158,0.458,0.737,7.5477094063431815,4974.685249006061,457.3838834757755,487
0.346,0.21333333333333337,0.158,0.458,0.737,7.46418970814132,5058.7090407472715,503.8576557816983,462
0.346,0.21333333333333337,0.158,0.458,0.737,7.782416192283365,5061.44405502022,463.2497863843743,478
