# W2 W3 ItemPileOneAvg DistanceTraveledPerBot DistanceTraveled TripCount OrderThroughputTimeAvg OrderTurnoverTimeAvg OrderPileOneAvg OrdersHandled 
0.05 0.05 8.47777777777778 820.2904130702027 4921.742478421216 281 84.09893503423704 487.4129477653874 5.385663082437276 495
0.1 0.1 8.427755376344086 814.3409119023919 4886.045471414352 293 87.92490539133448 461.7549417311319 5.534274193548387 526
0.15000000000000002 0.15000000000000002 8.223314741341307 810.7835878136599 4864.70152688196 306 91.12841995838332 453.5336110781779 5.15336476721676 503
0.2 0.2 8.000336021505376 827.5993316557392 4965.595989934435 294 94.31288185514796 448.56371480514787 5.224126344086021 496
0.25 0.25 8.329301075268818 813.502081392725 4881.01248835635 292 84.95245910027992 441.18197902100496 5.529569892473119 525
0.3 0.3 8.529769328434512 839.3056296042663 5035.833777625598 286 94.00861025173447 448.0369207429175 5.408759452140988 499
0.35 0.35 7.801869501466276 848.6204896284057 5091.722937770434 296 97.64451387749706 454.53932319755745 5.0741894753991525 486
0.39999999999999997 0.39999999999999997 8.549206349206349 810.455903029212 4862.735418175272 295 88.55447612061289 501.80408558074646 5.544444444444444 520
0.44999999999999996 0.44999999999999996 8.047754585705249 840.972457809319 5045.834746855914 292 97.60180424785062 465.7705523929116 5.142992680943345 474
0.05 0.21333333333333337 7.71961405529954 829.9922809261587 4979.953685556952 307 86.40569074567208 452.51606557847236 4.916599462365592 480
0.1 0.26333333333333336 7.785600255427842 823.7647623391807 4942.588574035084 300 91.91089350483006 427.4687329519337 5.2128033205619415 500
0.15000000000000002 0.31333333333333335 6.670868347338936 870.580823148147 5223.484938888882 320 105.83018662582151 428.6755248570028 4.3999999999999995 457
0.2 0.36333333333333334 6.981617647058823 843.3260155214662 5059.956093128797 320 93.96092336662784 432.9425704737756 4.573303663570691 473
0.25 0.41333333333333333 6.75093795093795 858.7707585691863 5152.624551415118 321 96.79825919494682 479.0150206269431 4.527272727272727 465
0.3 0.4633333333333333 7.332107843137255 851.647540977796 5109.885245866776 306 101.51881766968941 460.13822039483597 4.810661764705883 480
0.35 0.5133333333333333 7.0755878108819275 839.4385610596684 5036.63136635801 315 88.57138383635572 438.50438504055546 4.620337832102538 470
0.39999999999999997 0.5633333333333334 7.4974789915966396 853.1076784579691 5118.6460707478145 306 97.15665058735364 428.1737655756279 4.959197012138189 486
0.44999999999999996 0.6133333333333334 7.90752688172043 850.5934873132378 5103.560923879427 304 100.03011794469245 446.03138664504195 5.114708141321045 501
0.05 0.3766666666666667 7.6246046805819105 822.1679559405871 4933.007735643523 301 92.20410557387912 427.24326665287464 4.998734977862113 479
0.1 0.4266666666666667 7.753991528185076 829.8124984481789 4978.8749906890735 301 88.94913432922094 444.5221840178688 5.104268491365265 493
0.15000000000000002 0.4766666666666667 7.353178847296494 838.1782233578334 5029.069340147001 318 97.71752003712473 466.25937676576166 4.736049571343689 483
0.2 0.5266666666666667 7.067857142857143 867.2025289210687 5203.215173526412 312 99.82395098615194 424.66314729374267 4.597321428571429 468
0.25 0.5766666666666668 7.5834818775995245 829.1966775724242 4975.180065434545 309 86.8678926816367 464.3763287967334 5.043170677361854 499
0.3 0.6266666666666668 7.907435958254268 815.2566666666656 4891.539999999994 299 95.65315307377607 470.92916567881025 5.151268975332068 498
0.35 0.6766666666666669 7.303551097858499 855.8553385188911 5135.132031113347 307 95.44571986507485 450.6062124589127 4.823104725761272 477
0.39999999999999997 0.7266666666666669 7.447916666666667 828.611711764141 4971.670270584846 310 92.15283561500819 425.78299049879666 4.939814814814815 490
0.44999999999999996 0.776666666666667 7.839658444022771 813.6079196747922 4881.647518048753 299 91.79259953858059 452.71856954628964 5.043643263757116 483
0.05 0.54 7.245816801794032 870.7054286480244 5224.232571888147 304 92.82963899863742 448.15786801715836 4.7838153834358765 467
0.1 0.5900000000000001 7.640120967741936 806.2094182433999 4837.2565094604 293 93.42612829406713 445.9238274283716 5.154233870967742 490
0.15000000000000002 0.6400000000000001 6.8142616642616645 883.4671470737161 5300.802882442296 319 97.28923919810526 477.20091928060083 4.470634920634921 463
0.2 0.6900000000000002 7.202198455139633 862.3375904746111 5174.025542847667 314 96.7277657979735 463.7582849280072 4.6808165690518635 477
0.25 0.7400000000000002 7.434343434343433 814.4920707079524 4886.952424247715 304 93.8575289711085 441.6578179080626 4.92929292929293 488
