#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;77.59;0.03;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0,RP/0
59.67;77.59;0.17;PP/0,TA/0.12,IS/0,PS/0.06,RB/0,OB/0.01,RP/0
119.79;77.59;0.22;PP/0.01,TA/0.15,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
179.71;77.54;0.26;PP/0.01,TA/0.17,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
239.78;77.54;0.3;PP/0.01,TA/0.19,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
299.99;77.54;0.34;PP/0.01,TA/0.21,IS/0,PS/0.09,RB/0,OB/0.02,RP/0
359.62;77.41;0.38;PP/0.01,TA/0.22,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
419.63;77.16;0.41;PP/0.02,TA/0.23,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
479.98;77.14;0.44;PP/0.02,TA/0.24,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
539.97;77.14;0.48;PP/0.02,TA/0.27,IS/0,PS/0.1,RB/0,OB/0.03,RP/0
599.8;77.14;0.52;PP/0.02,TA/0.28,IS/0,PS/0.1,RB/0,OB/0.03,RP/0
659.98;76.94;0.54;PP/0.02,TA/0.28,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
719.96;76.86;0.57;PP/0.03,TA/0.29,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
779.95;76.82;0.6;PP/0.03,TA/0.3,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
839.72;76.81;0.62;PP/0.03,TA/0.31,IS/0,PS/0.11,RB/0,OB/0.04,RP/0
899.64;76.81;0.65;PP/0.03,TA/0.31,IS/0,PS/0.11,RB/0,OB/0.04,RP/0
959.93;76.81;0.67;PP/0.03,TA/0.32,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1020;76.75;0.7;PP/0.04,TA/0.32,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1079.97;76.63;0.74;PP/0.04,TA/0.35,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
1139.7;76.63;0.76;PP/0.04,TA/0.35,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1199.98;76.48;0.8;PP/0.05,TA/0.36,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1259.64;76.29;0.83;PP/0.05,TA/0.37,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1319.58;76.13;0.85;PP/0.05,TA/0.37,IS/0,PS/0.15,RB/0,OB/0.05,RP/0
1379.87;76.09;0.89;PP/0.05,TA/0.38,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1439.84;76.05;0.91;PP/0.05,TA/0.38,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1499.69;76.03;0.94;PP/0.06,TA/0.39,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1559.98;76.02;0.95;PP/0.06,TA/0.39,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1619.92;76.02;1.05;PP/0.08,TA/0.4,IS/0,PS/0.15,RB/0,OB/0.07,RP/0
1679.85;76.02;1.09;PP/0.09,TA/0.41,IS/0,PS/0.16,RB/0,OB/0.07,RP/0
1739.79;76.02;1.12;PP/0.09,TA/0.42,IS/0,PS/0.16,RB/0,OB/0.08,RP/0
1799.79;76.02;1.15;PP/0.1,TA/0.42,IS/0,PS/0.16,RB/0,OB/0.08,RP/0
