#TimeStamp;TripTime;Type
34;10;O
36;19;O
37;10;O
45;29;O
70;19;O
73;21;O
119;14;O
121;17;O
142;20;O
149;21;O
191;30;O
198;23;O
220;18;O
220;30;O
247;24;O
288;24;O
297;14;O
298;13;O
346;23;O
359;30;O
366;24;O
372;20;O
381;26;O
440;23;O
449;35;O
467;22;O
476;20;O
491;15;O
494;23;O
527;11;O
586;23;O
594;32;O
623;21;O
629;12;O
642;25;O
665;15;O
691;13;O
700;24;O
702;24;O
736;12;O
742;34;O
759;13;O
768;23;O
790;11;O
798;24;O
801;23;O
853;29;O
877;27;O
892;23;O
903;23;O
928;23;O
929;23;O
972;18;O
990;28;O
1001;21;O
1006;18;O
1019;14;O
1029;24;O
1078;25;O
1083;26;O
1100;14;O
1103;22;O
1129;29;O
1172;22;O
1188;25;O
1214;18;O
1223;30;O
1238;23;O
1246;22;O
1273;13;O
1294;24;O
1300;26;O
1313;20;O
1358;29;O
1363;27;O
1385;19;O
1398;32;O
1405;17;O
1430;33;O
1446;18;O
1484;25;O
1515;19;O
1520;26;O
1530;26;O
1550;22;O
1559;27;O
1585;9;O
1601;18;O
1616;22;O
1626;22;O
1632;14;O
1656;17;O
1667;22;O
1691;26;O
1706;28;O
1708;24;O
1711;16;O
1729;20;O
1750;18;O
1753;24;O
1785;17;O
