#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/10,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
59.87;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
119.97;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
179.76;7;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
239.96;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
299.59;7;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
359.86;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
419.97;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
479.98;5;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/0
539.87;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
599.69;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
659.94;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
719.96;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
779.74;5;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
839.89;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
899.77;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
959.73;7;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1019.94;3;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1079.66;7;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1139.85;7;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1199.97;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1259.87;7;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1319.73;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1379.87;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1439.81;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1499.61;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1559.99;5;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/0
1619.9;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1680;7;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1739.68;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1799.98;4;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
