# sku cum.frequency
1 0.3105538557031089
2 0.6066590982306423
3 0.7937501523820322
4 0.8640635036422135
5 0.8973017911120711
6 0.9281241679399715
7 0.9541848006526096
8 0.9791742081526726
9 0.9904908018058457
10 1.0000000000000002
