#TimeStamp;TripTime;Type
32;11;O
35;20;O
48;21;O
58;23;O
65;26;O
66;15;O
70;28;O
72;25;O
85;28;O
92;27;O
136;12;O
183;15;O
197;12;O
202;17;O
254;14;O
288;15;O
290;16;O
327;6;O
375;16;O
430;20;O
462;20;O
474;23;O
504;13;O
527;22;O
547;22;O
576;22;O
612;22;O
628;13;O
642;21;O
687;18;O
732;23;O
738;19;O
771;23;O
784;16;O
876;22;O
883;24;O
927;25;O
934;29;O
993;13;O
1007;25;O
1012;21;O
1073;13;O
1085;20;O
1136;16;O
1162;24;O
1203;17;O
1227;18;O
1248;19;O
1268;23;O
1314;19;O
1329;18;O
1421;28;O
1443;24;O
1494;16;O
1567;12;O
1602;21;O
1604;13;O
1647;17;O
1677;16;O
1707;17;O
1735;16;O
1773;21;O
1777;28;O
