#TimeStamp;DistanceTraveled
59.77;211.89
119.96;77.11
179.71;129.98
239.9;135.85
299.9;159.78
359.88;145.15
419.87;161.37
479.7;162.96
539.88;170.46
599.66;148.05
659.68;149.07
719.86;179.95
779.82;131.16
839.98;193.34
899.87;160.64
959.9;162.16
1019.65;152.08
1079.94;147.26
1139.97;165.31
1199.93;185.96
1259.73;157.63
1319.68;165.58
1379.84;206.29
1439.67;206.27
1499.98;178.02
1559.84;209.67
1619.97;182.25
1679.94;231.08
1739.98;183.41
1799.8;223.21
