#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;93.59;0.02;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.95;97.75;0.13;PP/0,TA/0.09,IS/0,PS/0.03,RB/0,OB/0.01,RP/0
119.81;94.93;0.19;PP/0.01,TA/0.14,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
179.89;94.63;0.23;PP/0.01,TA/0.16,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
239.69;94.63;0.26;PP/0.01,TA/0.17,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
299.78;94.63;0.29;PP/0.01,TA/0.18,IS/0,PS/0.09,RB/0,OB/0.01,RP/0
359.88;94.63;0.33;PP/0.02,TA/0.19,IS/0,PS/0.09,RB/0,OB/0.02,RP/0
419.73;94.63;0.37;PP/0.02,TA/0.2,IS/0,PS/0.09,RB/0,OB/0.02,RP/0
479.96;94.63;0.41;PP/0.02,TA/0.21,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
539.97;94.63;0.44;PP/0.03,TA/0.23,IS/0,PS/0.1,RB/0,OB/0.03,RP/0
599.9;94.61;0.47;PP/0.03,TA/0.24,IS/0,PS/0.1,RB/0,OB/0.03,RP/0
659.87;94.6;0.5;PP/0.03,TA/0.24,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
719.77;94.6;0.52;PP/0.04,TA/0.25,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
779.72;94.6;0.55;PP/0.04,TA/0.25,IS/0,PS/0.11,RB/0,OB/0.03,RP/0
839.58;94.7;0.58;PP/0.04,TA/0.26,IS/0,PS/0.11,RB/0,OB/0.04,RP/0
899.62;94.7;0.6;PP/0.04,TA/0.27,IS/0,PS/0.11,RB/0,OB/0.04,RP/0
959.79;94.7;0.63;PP/0.04,TA/0.27,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1019.94;94.68;0.65;PP/0.05,TA/0.28,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1079.81;94.68;0.67;PP/0.05,TA/0.28,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1139.81;94.43;0.7;PP/0.05,TA/0.29,IS/0,PS/0.12,RB/0,OB/0.04,RP/0
1199.94;94.4;0.73;PP/0.05,TA/0.29,IS/0,PS/0.12,RB/0,OB/0.05,RP/0
1259.85;94.4;0.76;PP/0.06,TA/0.31,IS/0,PS/0.12,RB/0,OB/0.05,RP/0
1319.98;94.56;0.79;PP/0.06,TA/0.32,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1379.93;94.56;0.82;PP/0.06,TA/0.32,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1439.91;94.34;0.85;PP/0.07,TA/0.33,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1499.68;94.32;0.87;PP/0.07,TA/0.34,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1559.83;94.18;0.89;PP/0.07,TA/0.34,IS/0,PS/0.13,RB/0,OB/0.05,RP/0
1619.76;94.15;0.91;PP/0.07,TA/0.35,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1679.59;94.15;0.94;PP/0.08,TA/0.36,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1739.77;94.15;0.97;PP/0.08,TA/0.36,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
1799.66;94.15;0.99;PP/0.08,TA/0.37,IS/0,PS/0.14,RB/0,OB/0.06,RP/0
