#TimeStamp;DistanceTraveled
59.87;212.64
119.97;185.75
179.99;178.69
239.96;169.92
299.79;147.66
359.91;151.31
419.94;148.86
479.7;124.62
539.91;183.59
599.69;135.36
659.76;183.29
719.97;218.72
779.98;142.06
839.62;175.79
899.98;123.15
959.8;164.58
1019.97;215.6
1079.86;207.75
1139.66;243.94
1199.76;164.84
1259.68;199.42
1319.78;206.01
1379.81;159.03
1439.99;209.17
1499.77;151.48
1559.77;137.01
1619.98;217.01
1679.7;216.84
1739.73;210.13
1799.83;180.39
