# SectorTime IStationsActive
0 1
0.016591666666666668 1
0.033308333333333336 1
0.04999722222222222 1
0.06665 1
0.08331666666666666 1
0.09998888888888889 1
0.11665833333333334 1
0.13329444444444444 1
0.149975 1
0.16666111111111112 1
0.18332777777777778 1
0.19992222222222222 1
0.2166611111111111 1
0.2332861111111111 1
0.24991388888888888 1
0.26663333333333333 1
0.28331666666666666 1
0.299975 1
0.3166555555555556 1
0.33331944444444445 1
0.34994166666666665 1
0.3666583333333333 1
0.38325555555555557 1
0.4 1
0.41665833333333335 1
0.43333333333333335 1
0.4498972222222222 1
0.46665833333333334 1
0.48329444444444447 1
0.49991944444444447 1
0.5166583333333333 1
0.533325 1
0.5499166666666667 1
0.5666527777777778 1
0.5832527777777777 1
0.59992777775 1
0.6166611111111111 1
0.6333027777777778 1
0.65 1
0.6666166666666666 1
0.6832472222222222 1
0.699975 1
0.7165805555555556 1
0.7333249999722222 1
0.7499583333333333 1
0.7666666666666667 1
0.783275 1
0.7999888888888889 1
0.8166305555555555 1
0.8332444444444445 1
0.8499416666666667 1
0.8666611111111111 1
0.8832805555555555 1
0.8999833333333334 1
0.9165527777777778 1
0.9333111111111111 1
0.9498944444444445 1
0.9666583333333333 1
0.9833277777777778 1
0.9999694444444445 1
1.016561111111111 1
1.0332861111111111 1
1.0499444444444443 1
1.0666083333333334 1
1.0833222222222223 1
1.0999777777777777 1
1.1166416666666668 1
1.1332888888888888 1
1.1499944444166668 1
1.166663888888889 1
1.1832916666666666 1
1.1999138888611112 1
1.2165777777777778 1
1.233325 1
1.2499472222222223 1
1.2666027777777777 1
1.2833027777777777 1
1.2999666666666667 1
1.3166416666666667 1
1.3333111111111111 1
1.3499944444166667 1
1.366663888888889 1
1.3832333333333333 1
1.3999972222222221 1
1.4166277777777778 1
1.4333222222222222 1
1.4499388888888889 1
1.4665777777777778 1
1.4832888888888889 1
1.4999555555555555 1
1.516636111111111 1
1.5333194444444445 1
1.5499472222222221 1
1.5666666666666667 1
1.5832583333055557 1
1.5999166666666667 1
1.6165944444444444 1
1.633316666638889 1
1.6499583333333334 1
1.666588888888889 1
1.6833333333333333 1
1.6999805555555556 1
1.7166611110833334 1
1.7332805555555555 1
1.7499527777777777 1
1.766588888888889 1
1.783325 1
1.7999916666666667 1
1.8166277777777777 1
1.8332305555555555 1
1.8499555555555556 1
1.8666138888888888 1
1.8832833333333334 1
1.8999916666666667 1
1.9166583333333334 1
1.933275 1
1.9499694444444444 1
1.9666555555555556 1
1.9833305555555556 1
1.9999583333333333 1
2.0165694444444444 1
2.0333055555555557 1
2.0499833333333335 1
2.0666583333333333 1
2.083302777777778 1
2.099997222222222 1
2.1166388888888887 1
2.133322222222222 1
2.1499888888888887 1
2.1666194444444447 1
2.1832416666666665 1
2.199938888888889 1
2.2166055555555557 1
2.233277777777778 1
2.2499944444444444 1
2.2666444444444442 1
2.2833027777777777 1
2.2998833333333333 1
2.316588888888889 1
2.3333222221944445 1
2.34995 1
2.366661111111111 1
2.3832194444444443 1
2.399958333333333 1
2.416627777777778 1
2.433247222222222 1
2.4499833333333334 1
2.4665694444444446 1
2.4832972222222223 1
2.499902777777778 1
2.516661111111111 1
2.533325 1
2.5499444444444443 1
2.5666166666666665 1
2.5832888888888887 1
2.5999777777777777 1
2.6166444444444443 1
2.6332583333333335 1
2.6499555555555556 1
2.6665972222222223 1
2.683247222222222 1
2.69995 1
2.7166333333055555 1
2.733230555527778 1
2.7499277777777777 1
2.7665722222222224 1
2.7832416666666666 1
2.7999888888611113 1
2.816636111111111 1
2.8332888888888887 1
2.849997222222222 1
2.866611111111111 1
2.8832222222222224 1
2.8999722222222224 1
2.916661111111111 1
2.9333305555555556 1
2.949888888888889 1
2.9666277777777776 1
2.9832388888888888 1
2.999963888888889 1
3.0166333333055557 1
3.0332805555555558 1
3.0499222222222224 1
3.066611111111111 1
3.083327777777778 1
3.0999222222222222 1
3.1166194444444444 1
3.1332944444444446 1
3.14995 1
3.166561111111111 1
3.1832416666666665 1
3.199977777777778 1
3.2166 1
3.233241666666667 1
3.2499972222222224 1
3.2666583333333334 1
3.283333333333333 1
3.2999888888611113 1
3.3166583333333333 1
3.333275 1
3.3499333333333334 1
3.366611111111111 1
3.3832805555555554 1
3.3999972222222223 1
3.4166416666666666 1
3.43325 1
3.4499944444444446 1
3.4666444444444444 1
3.4832972222222223 1
3.4999972222222224 1
3.5166583333333334 1
3.5332805555555558 1
3.5499694444444443 1
3.566655555527778 1
3.5833305555555555 1
3.5999666666388888 1
3.616561111111111 1
3.6332944444444446 1
3.6499055555555557 1
3.6665888888888887 1
3.683311111111111 1
3.699997222222222 1
3.716625 1
3.7333083333333335 1
3.749972222222222 1
3.7665583333333332 1
3.783316666666667 1
3.7999833333333335 1
3.816588888888889 1
3.833283333333333 1
3.8499805555555557 1
3.866661111111111 1
3.883322222222222 1
3.899977777777778 1
3.9166583333333334 1
3.93325 1
3.949997222222222 1
3.9666305555555557 1
3.983275 1
3.999988888888889 1
4.016666666666667 1
4.033322222222222 1
4.049988888888889 1
4.066666666666666 1
4.083322222222222 1
4.099894444444445 1
4.116583333333334 1
4.133311111111111 1
4.149886111111111 1
4.1666 1
4.183330555555556 1
4.199972222222223 1
4.2165944444444445 1
4.233269444444445 1
4.249925 1
4.266663888888889 1
4.283330555555556 1
4.299902777777778 1
4.316575 1
4.333308333333333 1
4.3499888888888885 1
4.3665666666666665 1
4.383275 1
4.399961111111111 1
4.4166083333333335 1
4.433277777777778 1
4.449997222222223 1
4.466638888888889 1
4.483325 1
4.499930555555555 1
4.516613888888889 1
4.533308333333333 1
4.549888888888889 1
4.566611111111111 1
4.583227777777778 1
4.599980555555556 1
4.616586111111111 1
4.633275 1
4.649955555555556 1
4.666622222222222 1
4.683330555555556 1
4.6999305555555555 1
4.716583333333333 1
4.733302777777777 1
4.749997222222222 1
4.766658333333333 1
4.783322222222222 1
4.8 1
4.816625 1
4.833327777777778 1
4.849925 1
4.8666527777777775 1
4.883297222222223 1
4.899922222222222 1
4.916658333333333 1
4.933302777777778 1
4.949927777777778 1
4.966658333333333 1
4.983230555555555 1
4.999905555555555 1
5.016577777777778 1
5.033219444444445 1
5.049975 1
5.066619444444444 1
5.083327777777778 1
5.099941666666667 1
5.116647222222222 1
5.133327777777778 1
5.149938888888889 1
5.166655555555556 1
5.183261111111111 1
5.199919444444444 1
5.216583333333333 1
5.233333333333333 1
5.249988888888889 1
5.2666055555555555 1
5.283291666666667 1
5.299991666666667 1
5.316588888888889 1
5.333288888888889 1
5.35 1
5.3666583333333335 1
5.3833 1
5.399936111111111 1
5.416605555555556 1
5.433263888888889 1
5.449988888888889 1
5.466655555555556 1
5.483322222222222 1
5.499963888888889 1
5.516652777777778 1
5.533313888888889 1
5.5499833333333335 1
5.566602777777778 1
5.5833 1
5.599891666666666 1
5.616613888888889 1
5.633330555555555 1
5.649972222222222 1
5.6665833333333335 1
5.683266666638889 1
5.699969444444444 1
5.716666666666667 1
5.733280555555556 1
5.749961111111111 1
5.7666611111111115 1
5.783305555555556 1
5.799988888888889 1
5.81655 1
5.833327777777778 1
5.849936111111111 1
5.866594444444444 1
5.883325 1
5.899936111111111 1
5.916605555555556 1
5.933236111111111 1
5.95 1
5.9665944444444445 1
5.983291666666666 1
5.9999722222222225 1
6.016633333333333 1
6.033238888888889 1
6.049975 1
6.066663888888889 1
6.083269444444444 1
6.099991666666667 1
6.116611111111111 1
6.133277777777778 1
6.149991666666667 1
6.166658333333333 1
6.183308333333334 1
6.199938888888889 1
6.216636111111111 1
6.233327777777777 1
6.249991666666666 1
6.266647222222222 1
6.283291666666667 1
6.299994444444445 1
6.316655555555555 1
6.3333305555555555 1
6.34997777775 1
6.366633333333334 1
6.383305555555555 1
6.399969444444444 1
6.416588888888889 1
6.433275 1
6.449986111111111 1
6.466641666666667 1
6.4832777777777775 1
6.499927777777778 1
6.516608333333333 1
6.533286111111111 1
6.549925 1
6.566563888888889 1
6.583269444444444 1
6.599925 1
6.616558333333334 1
6.633327777777778 1
6.6499138888888885 1
6.666661111111111 1
6.6833277777777775 1
6.699991666666667 1
6.716663888888889 1
6.733294444444445 1
6.749975 1
6.766658333333333 1
6.783333333333333 1
6.799991666666667 1
6.816663888888889 1
6.833236111111111 1
6.85 1
6.866591666666666 1
