# SectorTime SKUCountContained
0 122.5
0.16666111111111112 140
0.33331944444444445 158.16666666666666
0.49991944444444447 158.16666666666666
0.6666166666666666 188.83333333333334
0.8332444444444445 223.83333333333334
0.9999694444444445 292.5
1.166663888888889 322.6666666666667
1.3333111111111111 351.1666666666667
1.4999555555555555 351.1666666666667
1.666588888888889 378
1.8332305555555555 403.6666666666667
1.9999583333333333 451.5
2.1666194444444447 473.6666666666667
2.3333222221944445 495
2.499902777777778 495
2.6665972222222223 523.2857142857143
2.8332888888888887 542
2.999963888888889 561
3.166561111111111 568.5
3.333275 583.6666666666666
3.4999972222222224 608.8333333333334
3.6665888888888887 615.4
3.833283333333333 625.2
3.999988888888889 634.8571428571429
4.1666 644.6
4.333308333333333 655.4
4.499930555555555 664.8571428571429
4.666622222222222 674.8
4.833327777777778 689.1666666666666
4.999905555555555 689.1666666666666
5.166655555555556 704
5.333288888888889 704
5.499963888888889 714.4
5.6665833333333335 717.3333333333334
5.833327777777778 725.8
5.9999722222222225 733.8333333333334
6.166658333333333 736.8
6.3333305555555555 745.1666666666666
6.499927777777778 745.1666666666666
6.666661111111111 752
6.833236111111111 754.1666666666666
6.999983333333334 761
7.1666638888888885 766.6666666666666
7.333325 770
7.499988888888889 773.5
7.666658333333333 773.5
7.833255555555556 775.2
7.999963888888889 777
