# SectorTime OrderFrequencyAverage
0 0.38903225806451613
0.016591666666666668 0.38903225806451613
0.033308333333333336 0.390625
0.04999722222222222 0.39441176470588235
0.06665 0.39441176470588235
0.08331666666666666 0.4008333333333333
0.09998888888888889 0.4062162162162162
0.11665833333333334 0.4062162162162162
0.13329444444444444 0.41026315789473683
0.149975 0.41051282051282056
0.16666111111111112 0.4146341463414634
0.18332777777777778 0.415
0.19992222222222222 0.415
0.2166611111111111 0.4143181818181818
0.2332861111111111 0.4143181818181818
0.24991388888888888 0.4128888888888889
0.26663333333333333 0.4119565217391305
0.28331666666666666 0.41104166666666675
0.299975 0.41104166666666675
0.3166555555555556 0.40900000000000014
0.33331944444444445 0.40862745098039227
0.34994166666666665 0.408846153846154
0.3666583333333333 0.408846153846154
0.38325555555555557 0.408301886792453
0.4 0.4090909090909092
0.41665833333333335 0.40892857142857153
0.43333333333333335 0.4085964912280703
0.4498972222222222 0.4086206896551725
0.46665833333333334 0.4091525423728815
0.48329444444444447 0.4091525423728815
0.49991944444444447 0.41000000000000014
0.5166583333333333 0.41700000000000015
0.533325 0.4205000000000002
0.5499166666666667 0.4205000000000002
0.5666527777777778 0.41716666666666685
0.5832527777777777 0.41716666666666685
0.59992777775 0.4143333333333335
0.6166611111111111 0.4053333333333335
0.6333027777777778 0.4000000000000002
0.65 0.3948333333333335
0.6666166666666666 0.3948333333333335
0.6832472222222222 0.3890000000000001
0.699975 0.37550000000000006
0.7165805555555556 0.36934426229508205
0.7333249999722222 0.3689830508474577
0.7499583333333333 0.35550000000000004
0.7666666666666667 0.34750000000000003
0.783275 0.34750000000000003
0.7999888888888889 0.33383333333333337
0.8166305555555555 0.33383333333333337
0.8332444444444445 0.3273333333333334
0.8499416666666667 0.31883333333333336
0.8666611111111111 0.3084745762711864
0.8832805555555555 0.2953333333333334
0.8999833333333334 0.2953333333333334
0.9165527777777778 0.2866666666666667
0.9333111111111111 0.27849999999999997
0.9498944444444445 0.2703333333333333
0.9666583333333333 0.2575409836065574
0.9833277777777778 0.2471666666666667
0.9999694444444445 0.23983333333333337
1.016561111111111 0.23983333333333337
1.0332861111111111 0.23250000000000004
1.0499444444444443 0.22101694915254239
1.0666083333333334 0.21733333333333335
1.0833222222222223 0.2003333333333334
1.0999777777777777 0.19033333333333335
1.1166416666666668 0.18721311475409838
1.1332888888888888 0.18100000000000002
1.1499944444166668 0.17114754098360657
1.166663888888889 0.15750000000000006
1.1832916666666666 0.15288135593220345
1.1999138888611112 0.15033333333333337
1.2165777777777778 0.14333333333333337
1.233325 0.13116666666666665
1.2499472222222223 0.13116666666666665
1.2666027777777777 0.12295081967213113
1.2833027777777777 0.11389830508474574
1.2999666666666667 0.11199999999999997
1.3166416666666667 0.09999999999999999
1.3333111111111111 0.09349999999999999
1.3499944444166667 0.0865
1.366663888888889 0.08016666666666666
1.3832333333333333 0.08016666666666666
