# SectorTime LateOrderFractional
0.010575 0
0.010597222222222221 0
0.012055555555555555 0
0.01275277775 0
0.015644444444444443 0
0.018416666666666668 0
0.018711111111111112 0
0.021241666666666666 0
0.021697222222222222 0
0.024066666666666667 0
0.024080555555555556 0
0.024144444444444444 0
0.02431111111111111 0
0.026869444444444446 0
0.02713611111111111 0
0.027369444444444443 0
0.02964722222222222 0
0.029705555555555554 0
0.029719444444444444 0
0.02995 0
0.030216666666666666 0
0.03254166666666667 0
0.032586111111111114 0
0.03296944444444445 0
0.03523333333333333 0
0.035244444444444446 0
0.03543333333333333 0
0.035611111111111114 0
0.0358 0
0.038122222222222224 0
0.03813333333333333 0
0.03838333333333333 0
0.038544444444444444 0
0.040875 0
0.041280555555555556 0
0.04136111111111111 0
0.043680555555555556 0
0.04401388888888889 0
0.04426388888888889 0
0.04649166666666667 0
0.04649166666666667 0
0.04695 0
0.04926111111111111 0
0.04926111111111111 0
0.04965833333333333 0
0.05204444444444444 0
0.052455555555555554 0
0.052630555555555555 0
0.052644444444444445 0
0.05490833330555556 0
0.054919444444444444 0
0.05532499997222222 0
0.05538333333333333 0
0.05543611111111111 0
0.05771111111111111 0
0.057744444444444445 0
0.05815 0
0.05821388888888889 0
0.06048333333333333 0
0.06335 0
0.06336111111111112 0
0.06371111111111111 0
0.06378055555555555 0
0.06383333333333334 0
0.06614166666666667 0
0.06616944444444445 0
0.066575 0
0.0666 0
0.066625 0
0.06895555555555556 0
0.06896666666666666 0
0.06934444444444444 0
0.06938888888888889 0
0.07170555555555555 0
0.07214444444444444 0
0.07218055555555555 0
0.07499166666666666 0
0.07500555555555556 0
0.07727777777777778 0
0.07727777777777778 0
0.07780277775 0
0.08021666663888889 0
0.08021666663888889 0
0.08301388888888889 0
0.08301388888888889 0
0.08333333333333333 0
0.08334444444444444 0
0.08586388888888889 0
0.08605833333333333 0
0.08627777777777777 0
0.08865555555555556 0
0.09179722222222222 0
0.09411666666666667 0
0.09426388888888888 0
0.09445 0
0.09445 0
0.09468333333333333 0
0.097 0
0.09713055555555555 0
0.09728888888888888 0
0.09745 0
0.09990277777777777 0
0.10004166666666667 0
0.10266944444444444 0
0.10277777777777777 0
0.10284444444444445 0
0.10293888888888889 0
0.10302777777777777 0
0.10545 0
0.10570555555555555 0
0.10827777777777778 0
0.108625 0
0.1111111111111111 0
0.11124444444444445 0
0.11405833333333333 0
0.11424722222222222 0
0.1167861111111111 0
0.1167861111111111 0
0.11698333333333333 0
0.11708333333333333 0
0.11958888888888888 0
0.11958888888888888 0
0.1196138888888889 0
0.11982777777777778 0
0.11984444444444445 0
0.12237777777777778 0
0.12237777777777778 0
0.12263055555555556 0
0.12266388888888889 0
0.1252388888888889 0
0.1252388888888889 0
0.1252388888888889 0
0.12545277777777777 0
0.1280638888888889 0
0.1280638888888889 0
0.1308888888888889 0
0.13090277777777778 0
0.13105 0
0.13358055555555556 0
0.13368055555555555 0
0.13380277777777777 0
0.136375 0
