#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;79.8;0.09;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.02,RP/0
59.73;83.58;0.83;PP/0.03,TA/0.61,IS/0,PS/0.29,RB/0,OB/0.03,RP/0
119.91;83.65;1.41;PP/0.04,TA/1.14,IS/0,PS/0.72,RB/0,OB/0.03,RP/0
179.99;83.65;1.56;PP/0.05,TA/1.24,IS/0,PS/0.74,RB/0,OB/0.04,RP/0
239.94;83.93;1.72;PP/0.06,TA/1.34,IS/0,PS/0.76,RB/0,OB/0.05,RP/0
299.94;85.51;1.93;PP/0.07,TA/1.47,IS/0,PS/0.8,RB/0,OB/0.05,RP/0
359.96;85.51;2.14;PP/0.08,TA/1.63,IS/0,PS/0.82,RB/0,OB/0.06,RP/0
419.97;85.77;2.25;PP/0.09,TA/1.69,IS/0,PS/0.85,RB/0,OB/0.06,RP/0
479.86;86.29;2.43;PP/0.1,TA/1.82,IS/0,PS/0.88,RB/0,OB/0.07,RP/0
539.91;86.58;2.6;PP/0.11,TA/1.93,IS/0,PS/0.9,RB/0,OB/0.08,RP/0
599.98;86.84;2.78;PP/0.12,TA/2.05,IS/0,PS/0.92,RB/0,OB/0.09,RP/0
659.98;87.32;2.91;PP/0.14,TA/2.12,IS/0,PS/0.95,RB/0,OB/0.09,RP/0
719.72;87.25;3.01;PP/0.14,TA/2.18,IS/0,PS/0.96,RB/0,OB/0.1,RP/0
779.98;87.36;3.1;PP/0.15,TA/2.23,IS/0,PS/0.98,RB/0,OB/0.1,RP/0
839.83;87.17;3.27;PP/0.16,TA/2.33,IS/0,PS/1.01,RB/0.01,OB/0.11,RP/0
899.69;88.44;3.37;PP/0.17,TA/2.37,IS/0,PS/1.04,RB/0.01,OB/0.11,RP/0
959.88;88.49;3.48;PP/0.17,TA/2.42,IS/0,PS/1.04,RB/0.01,OB/0.12,RP/0
1019.94;88.49;3.68;PP/0.18,TA/2.58,IS/0,PS/1.19,RB/0.01,OB/0.13,RP/0
1079.91;89.02;3.8;PP/0.19,TA/2.64,IS/0,PS/1.2,RB/0.01,OB/0.13,RP/0
1139.96;89.42;3.89;PP/0.2,TA/2.68,IS/0,PS/1.23,RB/0.01,OB/0.14,RP/0
1199.95;89.73;3.96;PP/0.21,TA/2.7,IS/0,PS/1.25,RB/0.01,OB/0.14,RP/0
1259.79;89.73;4.04;PP/0.21,TA/2.74,IS/0,PS/1.27,RB/0.01,OB/0.15,RP/0
1319.97;89.73;4.14;PP/0.22,TA/2.78,IS/0,PS/1.29,RB/0.01,OB/0.16,RP/0
1379.72;89.73;4.25;PP/0.23,TA/2.85,IS/0,PS/1.31,RB/0.01,OB/0.17,RP/0
1440;90.21;4.34;PP/0.24,TA/2.89,IS/0,PS/1.33,RB/0.01,OB/0.17,RP/0
1499.97;89.97;4.48;PP/0.26,TA/2.96,IS/0,PS/1.34,RB/0.01,OB/0.18,RP/0
1560;90.07;4.58;PP/0.27,TA/3.02,IS/0,PS/1.37,RB/0.01,OB/0.18,RP/0
1619.63;90.57;4.67;PP/0.28,TA/3.05,IS/0,PS/1.38,RB/0.01,OB/0.19,RP/0
1679.97;89.89;4.81;PP/0.29,TA/3.13,IS/0,PS/1.4,RB/0.01,OB/0.19,RP/0
1739.86;90.77;4.9;PP/0.3,TA/3.17,IS/0,PS/1.43,RB/0.01,OB/0.2,RP/0
1799.71;91.43;4.99;PP/0.31,TA/3.2,IS/0,PS/1.44,RB/0.01,OB/0.2,RP/0
1859.97;88.14;5.09;PP/0.32,TA/3.25,IS/0,PS/1.46,RB/0.01,OB/0.21,RP/0
1919.97;89.09;5.21;PP/0.33,TA/3.32,IS/0,PS/1.49,RB/0.01,OB/0.21,RP/0
1979.7;89.81;5.33;PP/0.35,TA/3.36,IS/0,PS/1.5,RB/0.01,OB/0.22,RP/0
2039.95;89.29;5.4;PP/0.36,TA/3.38,IS/0,PS/1.51,RB/0.01,OB/0.22,RP/0
2099.71;89.69;5.53;PP/0.38,TA/3.44,IS/0,PS/1.53,RB/0.01,OB/0.23,RP/0
2159.74;90;5.82;PP/0.41,TA/3.54,IS/0,PS/1.58,RB/0.01,OB/0.23,RP/0
2219.98;89.25;5.92;PP/0.43,TA/3.56,IS/0,PS/1.59,RB/0.01,OB/0.24,RP/0
2279.89;90.22;6.03;PP/0.45,TA/3.59,IS/0,PS/1.61,RB/0.01,OB/0.25,RP/0
2340;91.16;6.13;PP/0.47,TA/3.62,IS/0,PS/1.63,RB/0.01,OB/0.25,RP/0
2399.82;91.84;6.21;PP/0.48,TA/3.64,IS/0,PS/1.64,RB/0.01,OB/0.25,RP/0
2459.69;90.86;6.36;PP/0.51,TA/3.7,IS/0,PS/1.67,RB/0.01,OB/0.26,RP/0
2519.91;90.91;6.49;PP/0.55,TA/3.75,IS/0,PS/1.69,RB/0.01,OB/0.27,RP/0
2579.69;91.01;6.69;PP/0.58,TA/3.82,IS/0.01,PS/1.7,RB/0.01,OB/0.27,RP/0
2639.97;91.01;6.8;PP/0.59,TA/3.87,IS/0.01,PS/1.74,RB/0.01,OB/0.27,RP/0
2699.85;90.99;6.89;PP/0.6,TA/3.89,IS/0.01,PS/1.75,RB/0.01,OB/0.28,RP/0
2760;91.13;7.03;PP/0.62,TA/3.95,IS/0.01,PS/1.75,RB/0.01,OB/0.28,RP/0
2819.79;90.82;7.14;PP/0.64,TA/3.99,IS/0.01,PS/1.77,RB/0.01,OB/0.29,RP/0
