# SectorTime OrderThroughputAgeAverage
0 303.9464516129032
0.016591666666666668 303.9464516129032
0.033325 315.47666666666663
0.049994444444444446 322.1370588235294
0.0666 322.1370588235294
0.08332777777777778 334.3933333333333
0.09995 339.35756756756757
0.116625 345.5510526315789
0.13324444444444444 345.5510526315789
0.1498861111111111 351.8517948717949
0.16663611111111112 357.73125
0.18326666666666666 364.8017073170732
0.19998055552777777 378.2848837209302
0.21663333333333334 378.2848837209302
0.23326944444444445 384.6665909090909
0.2499361111111111 391.2866666666667
0.26663888888888887 404.7508510638298
0.2833111111111111 404.7508510638298
0.29995555555555553 419.5410204081633
0.31664722222222225 426.44200000000006
0.33329722219444446 426.44200000000006
0.3499888888888889 440.610576923077
0.3666638888888889 446.62358490566044
0.38333055555555556 452.7348148148149
0.39994444444444444 459.59309090909096
0.41664444444444443 468.0089285714286
0.43326944444444443 468.0089285714286
0.4499111111111111 478.16456140350886
0.4666527777777778 489.17482758620696
0.4833222222222222 515.2835
0.49990277777777775 515.2835
0.5166055555555555 560.1155000000001
0.5332944444444444 585.9483606557378
0.5499861111111111 616.9645901639345
0.5666472222222222 622.5156666666667
0.5833277777777778 612.3104918032788
0.5999333333333333 619.4658333333334
0.6165944444166667 616.2288333333333
0.6333027777777778 608.7798333333335
0.6499611111111111 615.0522033898307
0.6666555555555556 600.633
0.6833249999722222 596.1903333333335
0.6999527777777778 596.1903333333335
0.7166527777777778 586.7878333333334
0.7332777777777778 591.5089830508474
0.7499416666666666 576.6073333333334
0.7665888888611111 567.1547540983607
0.7833305555277777 565.589
0.79995 556.3170491803279
0.8166027777777778 559.6343333333334
0.8333055555555555 546.9611666666667
0.8499833333333333 546.9611666666667
0.8665805555555556 531.4752459016394
0.8832722222222222 533.1324999999999
0.89992777775 525.5699999999999
0.916625 509.7539344262294
0.9333305555277778 503.9701666666666
0.94995 504.37728813559306
0.9666583333333333 496.736440677966
0.9832972222222223 480.4499999999999
0.9999722222222223 480.7366101694914
1.0165944444444444 472.7243333333333
1.0332805555555555 464.7316666666665
1.04995 448.7716393442622
1.066638888888889 439.88754098360647
1.0832305555555555 438.2239999999999
1.0999972222222223 420.4928333333333
1.1166277777777778 410.9143333333333
1.1332222222222221 410.9143333333333
1.1499777777777778 391.2758333333333
1.1666361111111112 391.2758333333333
1.1832583333055555 380.4821666666666
1.1999916666666666 358.65916666666664
1.216591666638889 358.65916666666664
1.2333 336.2983333333333
1.2499194444444444 336.2983333333333
1.2665722222222222 324.6986666666666
1.2832944444444445 312.70849999999996
1.29995 300.284
1.3166361111111111 279.0457627118644
1.3332944444444443 274.39500000000004
1.35 247.90083333333334
1.3665666666666667 247.90083333333334
1.3832777777777778 222.302
1.39995 212.00305084745764
1.4165972222222223 208.46966666666668
1.4332416666666667 192.955
1.4499527777777779 156.89433333333332
1.466663888888889 136.41433333333333
1.4832611111111111 136.41433333333333
1.4999805555555557 95.49881355932204
1.5166499999722223 68.74050000000001
1.5333083333333333 33.14183333333333
1.549911111111111 32.59852459016393
1.5665527777777777 0
1.58325 0
1.5998944444444445 0
1.6166027777777778 0
1.6332777777777778 0
1.6499694444444444 0
1.6666555555555556 0
1.6833222222222222 0
1.6999916666666666 0
1.7166527777777778 0
1.7332833333333333 0
1.7499638888888889 0
1.7666638888888888 0
1.7833166666388889 0
1.7999972222222222 0
1.8166611110833333 0
1.8333 0
1.8499944444166667 0
1.8666138888888888 0
1.8832416666666667 0
1.899988888888889 0
1.916611111111111 0
1.9333166666666666 0
1.9499027777777778 0
1.966588888888889 0
1.983286111111111 0
1.9999888888888888 0
2.0166472222222223 0
2.0332777777777777 0
2.0499 0
2.0665833333333334 0
2.0833333333333335 0
2.099988888888889 0
2.116616666666667 0
2.133322222222222 0
2.149977777777778 0
2.1666222222222222 0
2.183288888888889 0
2.1999166666666667 0
2.2166166666666665 0
2.233236111111111 0
2.25 0
2.2666583333333334 0
2.2832999999722223 0
2.2999833333333335 0
2.316625 0
2.3332611111111112 0
2.349997222222222 0
2.366661111111111 0
2.3833083333333334 0
2.3999444444444444 0
2.4166583333333334 0
2.4333222221944446 0
2.449963888888889 0
2.4665777777777778 0
2.4833333333333334 0
2.499988888861111 0
2.516608333333333 0
2.5332444444444446 0
2.5499972222222222 0.11133333333333333
2.5665666666666667 0.11133333333333333
2.5832916666666668 1.2063333333333333
2.599925 3.0945000000000005
2.6166333333055554 9.041166666666667
2.6333277777777777 9.194406779661017
2.649963888888889 16.226229508196724
2.666558333333333 16.496666666666666
2.6832555555555557 20.834500000000002
2.6999805555555554 30.832
2.716561111111111 30.832
2.7332805555555555 42.42966666666667
2.7499083333333334 42.42966666666667
2.766608333333333 48.840833333333336
2.7832583333333334 55.24
2.799952777777778 61.90866666666667
2.8165916666666666 69.03833333333334
2.833286111111111 84.14066666666668
2.8498916666666667 84.14066666666668
2.8666194444444444 92.57133333333334
2.8833305555555557 110.656
2.899983333333333 120.48250000000002
2.9166333333055556 127.97360655737707
2.9332999999722222 130.1065
2.94995 149.018524590164
2.96655 151.5021666666667
2.983325 171.59606557377055
2.999975 174.45600000000005
3.0166555555277776 197.81100000000004
3.0332333333333334 197.81100000000004
