# SectorTime DistanceTraveled
0.016591666666666668 29651.831091632765
0.033325 29794.43127585576
0.049994444444444446 29863.309274102852
0.0666 29863.309274102852
0.08332777777777778 29981.7318166493
0.09995 30030.67359834966
0.116625 30065.086065222156
0.13324444444444444 30065.086065222156
0.1498861111111111 30080.722288359895
0.16663611111111112 30094.53435777101
0.18326666666666666 30086.436039941043
0.19998055552777777 30059.246902349423
0.21663333333333334 30059.246902349423
0.23326944444444445 30028.460299948965
0.2499361111111111 29998.34573812139
0.26663888888888887 29904.450774310342
0.2833111111111111 29904.450774310342
0.29995555555555553 29793.817196772532
0.31664722222222225 29738.641358225013
0.33329722219444446 29738.641358225013
0.3499888888888889 29610.34815237971
0.3666638888888889 29535.4478056221
0.38333055555555556 29464.423216925316
0.39994444444444444 29388.849968400962
0.41664444444444443 29303.81245889357
0.43326944444444443 29303.81245889357
0.4499111111111111 29213.38101363546
0.4666527777777778 29125.60136479515
0.4833222222222222 28932.957752341368
0.49990277777777775 28932.957752341368
0.5166055555555555 28740.62655712157
0.5332944444444444 28632.046602540868
0.5499861111111111 28516.285673107523
0.5666472222222222 28397.012692241165
0.5833277777777778 28273.03822040515
0.5999333333333333 28268.18945374405
0.6165944444166667 28122.18990407927
0.6333027777777778 27822.484097801407
0.6499611111111111 27804.167280007354
0.6666555555555556 27476.984231068098
0.6833249999722222 27294.64143150275
0.6999527777777778 27294.64143150275
0.7166527777777778 26887.287586044706
0.7332777777777778 26844.60909456583
0.7499416666666666 26445.6399473772
0.7665888888611111 26271.69047705186
0.7833305555277777 25980.681048729948
0.79995 25796.72242125437
0.8166027777777778 25728.934743869107
0.8333055555555555 25191.60699167648
0.8499833333333333 25191.60699167648
0.8665805555555556 24703.382208060895
0.8832722222222222 24611.122186259836
0.89992777775 24298.557422604255
0.916625 23759.502559968867
0.9333305555277778 23300.489131051832
0.94995 23168.38553951993
0.9666583333333333 22793.977359363606
0.9832972222222223 22327.58244862673
0.9999722222222223 22008.996597685065
1.0165944444444444 21763.578572243012
1.0332805555555555 21343.215314743695
1.04995 20673.578051672535
1.066638888888889 20243.84758732335
1.0832305555555555 20045.37581842894
1.0999972222222223 19176.011153777654
