# SectorTime PodsHandledAtOS
0 386.5211202034062
0.016591666666666668 386.5211202034062
0.033325 388.03224732892085
0.049994444444444446 388.6494806011795
0.0666 388.6494806011795
0.08332777777777778 389.24560582302973
0.09995 389.3902502641811
0.116625 389.3389885346402
0.13324444444444444 389.3389885346402
0.1498861111111111 388.84743615815836
0.16663611111111112 388.3080498869324
0.18326666666666666 387.4932735751749
0.19998055552777777 385.60052848773194
0.21663333333333334 385.60052848773194
0.23326944444444445 384.34852123068134
0.2499361111111111 383.1638493765864
0.26663888888888887 380.29183531570703
0.2833111111111111 380.29183531570703
0.29995555555555553 377.1595489307482
0.31664722222222225 375.61654439860473
0.33329722219444446 375.61654439860473
0.3499888888888889 372.20005278197266
0.3666638888888889 370.4043335440875
0.38333055555555556 368.6490768293918
0.39994444444444444 366.8647022429714
0.41664444444444443 364.9566232450182
0.43326944444444443 364.9566232450182
0.4499111111111111 363.0141913691767
0.4666527777777778 361.107638136836
0.4833222222222222 357.14122752581994
0.49990277777777775 357.14122752581994
0.5166055555555555 351.99900120511154
0.5332944444444444 349.8794574391922
0.5499861111111111 347.0718830144904
0.5666472222222222 343.6124826127886
0.5833277777777778 341.3474642541343
0.5999333333333333 340.6650994060913
0.6165944444166667 337.551510441641
0.6333027777777778 331.01702052858144
0.6499611111111111 330.12404252906975
0.6666555555555556 324.03370255457196
0.6833249999722222 320.4632655885957
0.6999527777777778 320.4632655885957
0.7166527777777778 312.8328391421911
0.7332777777777778 311.63122002885854
0.7499416666666666 304.7623433493285
0.7665888888611111 302.00009858102015
0.7833305555277777 296.49862002801945
0.79995 293.6218040771033
0.8166027777777778 292.1401023493179
0.8333055555555555 282.73511357986814
0.8499833333333333 282.73511357986814
0.8665805555555556 274.58341541978695
0.8832722222222222 272.63992709910417
0.89992777775 267.34848613976357
0.916625 258.739527340338
0.9333305555277778 250.90955212505318
0.94995 248.4612679319387
0.9666583333333333 242.38981994164018
0.9832972222222223 235.4429329718495
0.9999722222222223 229.80677248600819
1.0165944444444444 226.20079174575514
1.0332805555555555 219.45457899068458
1.04995 209.18508986497739
1.066638888888889 202.47987382258862
1.0832305555555555 199.14252229553935
1.0999972222222223 185.9652563973885
1.1166277777777778 179.50788465502802
1.1332222222222221 179.50788465502802
1.1499777777777778 167.2172108023452
1.1666361111111112 167.2172108023452
1.1832583333055555 161.3021737839306
1.1999916666666666 149.74219864409216
1.216591666638889 149.74219864409216
1.2333 138.71635702786028
1.2499194444444444 138.71635702786028
1.2665722222222222 133.4109875306274
1.2832944444444445 128.1939730629962
1.29995 123.09230697071425
1.3166361111111111 114.99199023199607
1.3332944444444443 113.07545706146281
1.35 103.51586498259053
1.3665666666666667 103.51586498259053
1.3832777777777778 94.30507491384758
1.39995 91.31857661448446
1.4165972222222223 89.79660033757638
1.4332416666666667 85.46306236494989
1.4499527777777779 77.01852719469207
1.466663888888889 72.914925623369
1.4832611111111111 72.914925623369
1.4999805555555557 66.15398646292539
1.5166499999722223 61.22107385010425
1.5333083333333333 57.509293325370336
1.549911111111111 56.56651802495443
1.5665527777777777 53.92569122187925
1.58325 47.81483677668787
1.5998944444444445 47.01792283040974
1.6166027777777778 43.79747467962497
1.6332777777777778 38.265532893361744
