# SectorTime LateOrderFractional
0.010575 0
0.010597222222222221 0
0.012055555555555555 0
0.01275277775 0
0.015644444444444443 0
0.018416666666666668 0
0.018711111111111112 0
0.021241666666666666 0
0.021697222222222222 0
0.024022222222222223 0
0.024080555555555556 0
0.024091666666666667 0
0.024247222222222222 0
0.026883333333333332 0
0.02713888888888889 0
0.027325 0
0.029627777777777777 0
0.029725 0
0.030016666666666667 0
0.030194444444444444 0
0.03249166666666667 0
0.03249166666666667 0
0.03291388888888889 0
0.03298611111111111 0
0.03526111111111111 0
0.035305555555555555 0
0.035305555555555555 0
0.03587222219444444 0
0.03802222222222222 0
0.03813888888888889 0
0.03813888888888889 0
0.03846111111111111 0
0.038719444416666665 0
0.040791666666666664 0
0.041022222222222224 0
0.041022222222222224 0
0.04156111111111111 0
0.043616666666666665 0
0.04378888886111111 0
0.044069444444444446 0
0.04435833333333333 0
0.046608333333333335 0
0.046622222222222225 0
0.046844444416666665 0
0.04716388888888889 0
0.04927499997222222 0
0.049305555555555554 0
0.04942222219444444 0
0.05212222219444444 0
0.05218888888888889 0
0.05488611111111111 0
0.055025 0
0.055025 0
0.05535277777777778 0
0.05563611111111111 0
0.05775277777777778 0
0.05780277777777778 0
0.05780277777777778 0
0.05819722222222222 0
0.06066111111111111 0
0.060675 0
0.06091666666666667 0
0.06119722222222222 0
0.06336111111111112 0
0.06383888888888889 0
0.06403333333333333 0
0.06666666666666667 0
0.0669 0
0.06903888888888889 0
0.06960833333333333 0
0.07180277777777777 0
0.07189166666666667 0
0.07225555555555556 0
0.07252777777777777 0
0.07470555555555555 0
0.07509444441666667 0
0.07537777777777778 0
0.07730833333333334 0
0.07735833333333333 0
0.07755 0
0.07790555555555556 0
0.08013611111111112 0
0.08032777777777778 0
0.08044444444444444 0
0.08309722222222223 0
0.08333888888888889 0
0.08374444444444444 0
0.08658611111111111 0
0.08852777777777777 0
0.08890833333333334 0
0.089075 0
0.08938888888888889 0
0.09148611111111112 0
0.09181388886111111 0
0.09428333333333333 0
0.09429722222222223 0
0.09464166666666667 0
0.09705 0
0.09708611111111111 0
0.09740277777777778 0
0.09988888888888889 0
0.10028055555555555 0
0.10028055555555555 0
0.10275 0
0.10303333333333334 0
0.10343055555555555 0
0.106175 0
0.10812222222222222 0
0.10859722222222222 0
0.10864166666666666 0
0.10906388888888889 0
0.11118333333333333 0
0.11178333333333333 0
0.11381111111111111 0
0.11397222222222222 0
0.11424166666666667 0
0.11465833333333333 0
0.11699444444444444 0
0.11701944444444444 0
0.11979166666666667 0
0.12023611111111111 0
0.12215 0
0.12234444444444445 0
0.12528055555555556 0
0.12548055555555557 0
0.12812777777777778 0
0.12826666666666667 0
0.12850555555555557 0
0.1305138888888889 0
0.13091666666666665 0
0.13102222222222223 0
0.13334444444444443 0
0.1337861111111111 0
0.13384722222222223 0
0.13660277777777777 0
0.1388888888888889 0
0.13938055555555556 0
0.13938055555555556 0
0.13955277777777778 0
0.13965555555555556 0
