#TimeStamp;TripTime;Type
34;10;O
41;25;O
43;19;O
59;16;O
62;14;O
73;23;O
113;21;O
134;31;O
139;13;O
153;28;O
182;33;O
205;31;O
213;18;O
231;21;O
260;24;O
264;16;O
292;22;O
318;15;O
319;14;O
321;20;O
353;22;O
365;21;O
380;23;O
388;16;O
395;20;O
420;15;O
432;13;O
449;15;O
466;26;O
469;29;O
484;15;O
508;27;O
522;23;O
538;19;O
540;17;O
572;16;O
594;27;O
594;27;O
614;15;O
619;30;O
619;15;O
663;19;O
686;28;O
693;19;O
711;30;O
718;28;O
745;17;O
748;14;O
784;23;O
806;7;O
811;47;O
824;7;O
830;31;O
835;27;O
864;23;O
884;20;O
892;20;O
898;13;O
920;23;O
925;25;O
963;21;O
987;17;O
1000;27;O
1024;33;O
1049;24;O
1051;18;O
1065;35;O
1071;27;O
1088;28;O
1115;7;O
1134;17;O
1134;30;O
1150;24;O
1152;17;O
1191;24;O
1195;17;O
1213;22;O
1218;26;O
1238;26;O
1262;43;O
1266;12;O
1271;20;O
1312;14;O
1314;22;O
1336;18;O
1339;24;O
1370;15;O
1392;20;O
1410;19;O
1413;15;O
1423;25;O
1426;27;O
1481;22;O
1481;13;O
1502;14;O
1506;34;O
1531;17;O
1543;28;O
1565;17;O
1572;22;O
1573;17;O
1595;13;O
1631;24;O
1633;23;O
1656;12;O
1669;19;O
1674;13;O
1685;28;O
1705;16;O
1707;9;O
1741;14;O
1753;16;O
1755;27;O
1765;28;O
1791;18;O
