#TimeStamp;TripTime;Type
39;14;O
45;27;O
56;32;O
60;30;O
69;21;O
75;23;O
105;15;O
145;25;O
146;23;O
195;46;O
207;25;O
223;30;O
229;16;O
231;27;O
267;13;O
276;32;O
302;18;O
316;20;O
326;25;O
348;12;O
373;18;O
394;28;O
399;21;O
407;17;O
438;23;O
458;31;O
477;26;O
504;29;O
518;16;O
539;22;O
552;7;O
568;28;O
583;20;O
620;20;O
622;18;O
645;21;O
661;14;O
665;25;O
725;29;O
738;25;O
745;33;O
752;34;O
765;21;O
780;24;O
839;14;O
845;15;O
852;25;O
876;32;O
892;13;O
898;26;O
939;26;O
969;21;O
977;23;O
980;22;O
988;6;O
992;22;O
1039;14;O
1054;21;O
1079;25;O
1088;21;O
1136;25;O
1140;18;O
1150;21;O
1153;17;O
1173;25;O
1215;18;O
1216;29;O
1234;25;O
1244;25;O
1253;12;O
1272;12;O
1274;26;O
1322;15;O
1333;26;O
1346;20;O
1366;24;O
1367;15;O
1383;18;O
1393;22;O
1431;15;O
1459;18;O
1459;15;O
1473;25;O
1488;24;O
1494;31;O
1522;12;O
1528;16;O
1535;18;O
1557;22;O
1589;27;O
1606;35;O
1620;19;O
1655;16;O
1659;33;O
1672;23;O
1675;17;O
1701;40;O
1719;22;O
1721;17;O
1757;27;O
1776;14;O
1784;12;O
1797;15;O
