#TimeStamp;TripTime;Type
43;20;O
46;17;O
49;35;O
63;28;O
63;11;O
63;15;O
115;25;O
145;11;O
148;21;O
162;24;O
163;21;O
190;19;O
214;19;O
225;22;O
246;20;O
260;21;O
270;19;O
278;20;O
314;32;O
315;11;O
356;36;O
363;19;O
364;18;O
365;24;O
392;17;O
408;17;O
460;19;O
460;15;O
466;15;O
468;19;O
497;18;O
500;14;O
551;22;O
561;23;O
568;18;O
592;14;O
594;21;O
613;19;O
641;27;O
648;19;O
649;20;O
686;22;O
689;37;O
711;17;O
720;18;O
728;18;O
731;25;O
774;17;O
793;31;O
807;27;O
816;17;O
854;21;O
867;20;O
877;27;O
891;23;O
902;16;O
903;16;O
924;15;O
948;15;O
960;31;O
976;17;O
985;19;O
992;15;O
1003;23;O
1054;26;O
1072;23;O
1083;42;O
1087;29;O
1101;20;O
1107;33;O
1143;15;O
1167;25;O
1175;27;O
1184;16;O
1195;20;O
1198;24;O
1234;14;O
1249;20;O
1272;27;O
1276;17;O
1294;18;O
1304;18;O
1323;22;O
1334;22;O
1343;16;O
1375;23;O
1398;18;O
1414;23;O
1418;19;O
1420;25;O
1459;23;O
1461;25;O
1471;22;O
1503;19;O
1518;27;O
1543;17;O
1544;27;O
1551;17;O
1557;22;O
1601;10;O
1617;36;O
1624;15;O
1652;34;O
1669;36;O
1686;29;O
1688;26;O
1693;20;O
1711;30;O
1725;17;O
1749;23;O
1780;25;O
1782;17;O
1799;24;O
1800;25;O
