#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/6,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
59.71;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
119.79;1;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
179.73;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
239.75;1;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
299.73;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
359.96;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
419.65;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
479.91;1;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
539.97;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
599.63;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
659.6;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
719.72;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
779.91;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
839.85;1;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
899.97;1;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
959.93;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1019.93;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
1079.97;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1139.67;1;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
1199.99;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1259.89;1;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1319.99;1;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/3,Rest/0
1379.98;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1439.87;0;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1499.82;0;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/3,Rest/0
1559.61;1;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/3,Rest/0
1619.8;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1679.97;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1739.96;1;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
1799.88;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
