#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.6;100;0;0;0;0;0;0;0;0;0
599.86;0.44;100;0;0;0;0;0;0;0;0;0
1199.69;0.28;100;0;0;0;0;0;0;0;0;0
1799.72;0.15;100;0;0;0;0;0;0;0;0;0
