#TimeStamp;TripTime;Type
40;12;O
45;14;O
53;33;O
55;30;O
63;17;O
64;9;O
115;13;O
156;18;O
163;22;O
169;19;O
184;14;O
190;18;O
228;15;O
247;19;O
252;29;O
261;16;O
270;20;O
314;26;O
343;21;O
348;23;O
392;25;O
403;15;O
421;27;O
443;26;O
453;28;O
473;23;O
517;27;O
529;27;O
538;28;O
551;21;O
561;17;O
613;27;O
615;23;O
616;14;O
646;28;O
653;22;O
712;18;O
727;25;O
751;15;O
773;33;O
776;33;O
796;15;O
825;22;O
839;29;O
846;14;O
887;24;O
912;28;O
932;27;O
942;14;O
961;36;O
995;20;O
998;29;O
1025;12;O
1053;21;O
1053;24;O
1072;32;O
1073;6;O
1087;12;O
1119;33;O
1126;19;O
1145;17;O
1186;15;O
1203;21;O
1207;17;O
1208;17;O
1221;19;O
1269;26;O
1293;11;O
1304;27;O
1327;32;O
1330;22;O
1351;13;O
1352;23;O
1388;21;O
1422;15;O
1439;16;O
1458;24;O
1471;36;O
1490;19;O
1491;22;O
1525;12;O
1574;22;O
1577;27;O
1586;80;O
1616;23;O
1621;13;O
1636;27;O
1645;17;O
1670;20;O
1691;16;O
1709;30;O
1721;21;O
1731;15;O
1738;19;O
1758;15;O
1793;15;O
