#TimeStamp;TripTime;Type
28;6;O
32;17;O
33;11;O
43;22;O
52;16;O
53;34;O
73;17;O
74;23;O
79;31;O
81;17;O
92;17;O
120;7;O
153;19;O
176;26;O
189;11;O
208;15;O
253;26;O
297;20;O
313;21;O
354;23;O
370;21;O
389;15;O
417;20;O
430;20;O
438;19;O
476;24;O
489;30;O
510;21;O
528;16;O
554;24;O
570;17;O
579;24;O
637;28;O
672;24;O
673;28;O
717;20;O
748;29;O
766;19;O
794;17;O
828;25;O
857;18;O
897;45;O
898;18;O
900;8;O
918;29;O
952;17;O
976;20;O
993;23;O
999;13;O
1001;18;O
1045;23;O
1064;19;O
1077;17;O
1171;33;O
1187;16;O
1247;21;O
1280;25;O
1286;18;O
1303;21;O
1326;16;O
1408;30;O
1416;28;O
1426;23;O
1456;17;O
1507;20;O
1517;18;O
1540;15;O
1567;22;O
1600;20;O
1618;19;O
1714;14;O
1743;21;O
1747;21;O
1768;22;O
