#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;113.03;0.04;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.85;111.61;0.16;PP/0,TA/0.09,IS/0,PS/0.06,RB/0,OB/0.01,RP/0
119.93;111.61;0.21;PP/0.01,TA/0.13,IS/0,PS/0.08,RB/0,OB/0.01,RP/0
179.74;111.61;0.26;PP/0.01,TA/0.16,IS/0,PS/0.1,RB/0,OB/0.01,RP/0
239.97;111.61;0.29;PP/0.01,TA/0.17,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
299.84;111.15;0.32;PP/0.01,TA/0.18,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
359.86;110.87;0.35;PP/0.02,TA/0.18,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
419.6;110.48;0.38;PP/0.02,TA/0.19,IS/0,PS/0.11,RB/0,OB/0.02,RP/0
479.79;110.25;0.4;PP/0.02,TA/0.21,IS/0,PS/0.12,RB/0,OB/0.02,RP/0
539.64;110.2;0.43;PP/0.02,TA/0.21,IS/0,PS/0.12,RB/0,OB/0.02,RP/0
599.95;110.2;0.45;PP/0.02,TA/0.22,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
659.96;110.2;0.48;PP/0.03,TA/0.23,IS/0,PS/0.12,RB/0,OB/0.03,RP/0
719.95;110.2;0.51;PP/0.03,TA/0.24,IS/0,PS/0.13,RB/0,OB/0.03,RP/0
779.85;110.06;0.53;PP/0.03,TA/0.24,IS/0,PS/0.13,RB/0,OB/0.03,RP/0
839.97;109.95;0.56;PP/0.03,TA/0.25,IS/0,PS/0.13,RB/0,OB/0.03,RP/0
899.93;109.8;0.58;PP/0.03,TA/0.25,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
959.75;109.39;0.61;PP/0.04,TA/0.26,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
1019.93;109.33;0.63;PP/0.04,TA/0.26,IS/0,PS/0.13,RB/0,OB/0.04,RP/0
1079.58;109.28;0.66;PP/0.04,TA/0.27,IS/0,PS/0.14,RB/0,OB/0.04,RP/0
1139.9;109.28;0.68;PP/0.04,TA/0.28,IS/0,PS/0.14,RB/0,OB/0.04,RP/0
1199.93;109.28;0.71;PP/0.05,TA/0.28,IS/0,PS/0.14,RB/0,OB/0.04,RP/0
1259.91;109.28;0.73;PP/0.05,TA/0.29,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1319.98;109.11;0.76;PP/0.05,TA/0.3,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1379.98;108.88;0.78;PP/0.05,TA/0.3,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1439.97;108.71;0.8;PP/0.06,TA/0.3,IS/0,PS/0.14,RB/0,OB/0.05,RP/0
1499.7;108.6;0.82;PP/0.06,TA/0.3,IS/0,PS/0.15,RB/0,OB/0.05,RP/0
1559.92;108.59;0.84;PP/0.06,TA/0.31,IS/0,PS/0.15,RB/0,OB/0.05,RP/0
1619.79;108.59;0.87;PP/0.06,TA/0.31,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1679.97;108.59;0.89;PP/0.06,TA/0.32,IS/0,PS/0.15,RB/0,OB/0.06,RP/0
1739.7;108.59;0.91;PP/0.07,TA/0.32,IS/0,PS/0.16,RB/0,OB/0.06,RP/0
1799.85;108.59;0.94;PP/0.07,TA/0.33,IS/0,PS/0.16,RB/0,OB/0.06,RP/0
