#TimeStamp;TripTime;Type
34;10;O
41;25;O
43;19;O
59;16;O
62;14;O
73;23;O
113;22;O
133;30;O
155;23;O
157;32;O
158;13;O
188;32;O
194;16;O
225;19;O
243;20;O
246;24;O
247;7;O
289;20;O
304;22;O
324;20;O
340;20;O
354;17;O
357;17;O
389;15;O
403;28;O
417;16;O
423;20;O
438;16;O
458;24;O
463;6;O
486;22;O
506;13;O
507;19;O
534;11;O
544;21;O
545;18;O
571;21;O
578;23;O
585;17;O
612;23;O
632;26;O
653;11;O
665;17;O
680;31;O
696;20;O
697;19;O
716;13;O
736;19;O
741;19;O
773;23;O
779;13;O
807;14;O
808;26;O
818;23;O
853;22;O
857;26;O
869;22;O
883;18;O
916;22;O
926;15;O
948;26;O
955;16;O
957;15;O
982;23;O
985;13;O
988;24;O
1018;13;O
1053;18;O
1055;25;O
1078;27;O
1094;17;O
1108;12;O
1127;21;O
1139;9;O
1147;17;O
1171;24;O
1188;21;O
1201;13;O
1213;27;O
1226;27;O
1234;15;O
1243;12;O
1256;20;O
1278;17;O
1303;28;O
1307;12;O
1307;15;O
1335;25;O
1337;25;O
1373;15;O
1378;29;O
1379;18;O
1386;26;O
1420;25;O
1432;14;O
1459;24;O
1475;16;O
1484;19;O
1509;23;O
1515;23;O
1541;26;O
1552;22;O
1559;22;O
1598;14;O
1603;19;O
1609;18;O
1654;12;O
1668;42;O
1674;22;O
1677;8;O
1681;28;O
1688;24;O
1755;29;O
1771;17;O
1788;21;O
