#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;88.94;0.02;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.83;88.94;0.09;PP/0,TA/0.05,IS/0,PS/0,RB/0,OB/0.01,RP/0
119.81;88.94;0.11;PP/0.01,TA/0.05,IS/0,PS/0,RB/0,OB/0.01,RP/0
179.69;88.32;0.24;PP/0.01,TA/0.16,IS/0,PS/0.1,RB/0,OB/0.01,RP/0
239.96;88.3;0.29;PP/0.01,TA/0.19,IS/0,PS/0.1,RB/0,OB/0.02,RP/0
299.8;88.3;0.34;PP/0.01,TA/0.19,IS/0,PS/0.11,RB/0,OB/0.04,RP/0
359.81;88.3;0.38;PP/0.01,TA/0.21,IS/0,PS/0.11,RB/0,OB/0.04,RP/0
419.88;88.22;0.43;PP/0.02,TA/0.23,IS/0,PS/0.11,RB/0,OB/0.04,RP/0
479.8;88.08;0.46;PP/0.02,TA/0.24,IS/0,PS/0.12,RB/0,OB/0.05,RP/0
539.99;88.06;0.5;PP/0.02,TA/0.25,IS/0,PS/0.12,RB/0,OB/0.05,RP/0
599.6;88.06;0.55;PP/0.02,TA/0.27,IS/0,PS/0.12,RB/0,OB/0.05,RP/0
659.99;88.06;0.59;PP/0.03,TA/0.28,IS/0,PS/0.13,RB/0,OB/0.06,RP/0
719.75;87.81;0.68;PP/0.03,TA/0.3,IS/0,PS/0.13,RB/0,OB/0.07,RP/0
779.93;87.61;0.78;PP/0.04,TA/0.34,IS/0,PS/0.14,RB/0,OB/0.08,RP/0
839.99;87.61;0.81;PP/0.04,TA/0.35,IS/0,PS/0.14,RB/0,OB/0.09,RP/0
899.77;87.49;0.84;PP/0.04,TA/0.36,IS/0,PS/0.15,RB/0,OB/0.09,RP/0
959.63;87.31;0.87;PP/0.04,TA/0.36,IS/0,PS/0.15,RB/0,OB/0.09,RP/0
1019.6;87.25;0.9;PP/0.05,TA/0.37,IS/0,PS/0.15,RB/0,OB/0.1,RP/0
1080;86.92;0.95;PP/0.05,TA/0.39,IS/0,PS/0.16,RB/0,OB/0.1,RP/0
1139.75;86.88;0.99;PP/0.05,TA/0.4,IS/0,PS/0.17,RB/0,OB/0.1,RP/0
1199.78;86.86;1.02;PP/0.06,TA/0.41,IS/0,PS/0.17,RB/0,OB/0.11,RP/0
1259.83;86.86;1.06;PP/0.06,TA/0.42,IS/0,PS/0.17,RB/0,OB/0.11,RP/0
1319.85;86.86;1.12;PP/0.06,TA/0.43,IS/0,PS/0.17,RB/0,OB/0.11,RP/0
1379.73;86.71;1.14;PP/0.07,TA/0.44,IS/0,PS/0.17,RB/0,OB/0.12,RP/0
1439.96;86.55;1.17;PP/0.07,TA/0.45,IS/0,PS/0.18,RB/0,OB/0.12,RP/0
1499.62;86.45;1.21;PP/0.07,TA/0.45,IS/0,PS/0.18,RB/0,OB/0.12,RP/0
1560;86.44;1.24;PP/0.08,TA/0.46,IS/0,PS/0.18,RB/0,OB/0.12,RP/0
1619.99;86.43;1.27;PP/0.08,TA/0.46,IS/0,PS/0.18,RB/0,OB/0.12,RP/0
1679.76;86.42;1.29;PP/0.09,TA/0.47,IS/0,PS/0.18,RB/0,OB/0.12,RP/0
1739.67;86.42;1.31;PP/0.09,TA/0.47,IS/0,PS/0.18,RB/0,OB/0.12,RP/0
1799.6;86.42;1.33;PP/0.09,TA/0.47,IS/0,PS/0.18,RB/0,OB/0.12,RP/0
