#TimeStamp;DistanceTraveled
59.83;211.93
119.81;37.07
179.69;99.86
239.96;169.1
299.8;91.5
359.81;87.45
419.88;129.43
479.8;119.1
539.99;188.3
599.6;140.18
659.99;96.03
719.75;121.31
779.93;155.53
839.99;178.93
899.77;144.71
959.63;162.9
1019.6;199.1
1080;163.89
1139.75;159.42
1199.78;196.35
1259.83;148.07
1319.85;143.15
1379.73;181.93
1439.96;231.28
1499.62;218.74
1560;178.55
1619.99;188.99
1679.76;203.76
1739.67;153.34
1799.6;186.72
