#TimeStamp;TripTime;Type
35;10;O
41;21;O
47;28;O
74;21;O
83;14;O
86;36;O
101;19;O
159;20;O
159;17;O
181;17;O
195;16;O
217;18;O
248;23;O
249;18;O
262;21;O
274;20;O
331;29;O
335;26;O
337;26;O
362;19;O
376;6;O
396;18;O
425;18;O
451;21;O
452;18;O
472;12;O
495;29;O
495;20;O
516;12;O
545;25;O
552;15;O
576;19;O
585;19;O
591;26;O
632;22;O
639;25;O
657;20;O
673;24;O
693;20;O
721;32;O
759;21;O
763;21;O
767;22;O
810;12;O
815;19;O
855;30;O
856;34;O
877;19;O
885;22;O
890;26;O
906;24;O
942;31;O
964;18;O
978;13;O
994;37;O
1014;15;O
1017;15;O
1054;20;O
1063;29;O
1082;19;O
1112;20;O
1124;28;O
1143;17;O
1150;13;O
1152;28;O
1198;31;O
1215;52;O
1220;16;O
1239;18;O
1242;29;O
1254;21;O
1279;24;O
1321;22;O
1338;27;O
1361;24;O
1362;32;O
1367;27;O
1406;13;O
1410;29;O
1440;16;O
1463;28;O
1468;17;O
1481;23;O
1503;31;O
1512;29;O
1534;21;O
1543;16;O
1545;11;O
1562;33;O
1610;35;O
1619;20;O
1621;31;O
1622;21;O
1636;19;O
1647;29;O
1670;12;O
1685;15;O
1714;24;O
1734;15;O
1744;25;O
1758;61;O
1764;45;O
1792;24;O
1797;18;O
