#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/10,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
59.69;1;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/8,Rest/1
119.89;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
179.84;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
239.69;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
299.9;7;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
359.6;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
419.59;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
479.69;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
539.76;5;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
599.84;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
659.97;4;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/0
719.92;5;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
779.85;4;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/7,Rest/0
839.65;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
899.62;5;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/7,Rest/0
959.63;5;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/8,Rest/0
1019.69;7;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1079.78;4;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1139.6;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1199.99;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1259.93;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1319.78;5;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1379.83;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1440;4;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/9,Rest/0
1499.79;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1560;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1619.76;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1679.75;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1739.66;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
1799.91;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/10,Rest/0
