#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;79.52;0.23;PP/0,TA/0,IS/0,PS/0,RB/0.01,OB/0.05,RP/0
59.82;82.62;1.05;PP/0.04,TA/0.63,IS/0,PS/0.27,RB/0.01,OB/0.05,RP/0
119.92;83.22;1.9;PP/0.07,TA/1.38,IS/0,PS/0.77,RB/0.01,OB/0.06,RP/0
179.78;83.7;2.09;PP/0.09,TA/1.49,IS/0,PS/0.8,RB/0.01,OB/0.07,RP/0
239.82;84.84;2.35;PP/0.11,TA/1.66,IS/0,PS/0.84,RB/0.01,OB/0.08,RP/0
299.84;84.84;2.62;PP/0.13,TA/1.84,IS/0,PS/0.86,RB/0.01,OB/0.09,RP/0
359.92;85;2.8;PP/0.15,TA/1.95,IS/0,PS/0.9,RB/0.01,OB/0.1,RP/0
419.96;85;3.03;PP/0.16,TA/2.11,IS/0.01,PS/0.93,RB/0.01,OB/0.11,RP/0
479.96;85.01;3.13;PP/0.17,TA/2.13,IS/0.01,PS/0.94,RB/0.01,OB/0.12,RP/0
539.62;85.44;3.3;PP/0.18,TA/2.24,IS/0.01,PS/0.97,RB/0.01,OB/0.13,RP/0
599.83;85.72;3.47;PP/0.19,TA/2.35,IS/0.01,PS/0.99,RB/0.01,OB/0.14,RP/0
659.97;85.68;3.65;PP/0.21,TA/2.45,IS/0.01,PS/1,RB/0.01,OB/0.15,RP/0
719.74;85.76;3.81;PP/0.22,TA/2.52,IS/0.01,PS/1.02,RB/0.01,OB/0.15,RP/0
779.72;85.76;3.96;PP/0.23,TA/2.6,IS/0.01,PS/1.04,RB/0.01,OB/0.16,RP/0
839.96;87.09;4.12;PP/0.25,TA/2.68,IS/0.01,PS/1.07,RB/0.01,OB/0.17,RP/0
899.89;87.12;4.23;PP/0.27,TA/2.71,IS/0.01,PS/1.08,RB/0.01,OB/0.18,RP/0
959.94;86.02;4.39;PP/0.28,TA/2.8,IS/0.01,PS/1.09,RB/0.01,OB/0.19,RP/0
1019.59;85.73;4.51;PP/0.29,TA/2.84,IS/0.01,PS/1.11,RB/0.01,OB/0.2,RP/0
1079.84;87.32;4.65;PP/0.31,TA/2.9,IS/0.01,PS/1.15,RB/0.01,OB/0.21,RP/0
1139.86;87.1;4.76;PP/0.32,TA/2.94,IS/0.01,PS/1.16,RB/0.01,OB/0.21,RP/0
1199.93;87.34;4.86;PP/0.33,TA/2.97,IS/0.01,PS/1.17,RB/0.01,OB/0.22,RP/0
1259.97;88.29;4.98;PP/0.34,TA/3.03,IS/0.01,PS/1.21,RB/0.01,OB/0.23,RP/0
1319.99;88.56;5.12;PP/0.36,TA/3.09,IS/0.01,PS/1.23,RB/0.01,OB/0.24,RP/0
1379.9;88.73;5.24;PP/0.37,TA/3.14,IS/0.01,PS/1.24,RB/0.01,OB/0.24,RP/0
1439.99;88.31;5.4;PP/0.39,TA/3.22,IS/0.01,PS/1.26,RB/0.01,OB/0.25,RP/0
1499.83;88.61;5.6;PP/0.41,TA/3.33,IS/0.01,PS/1.28,RB/0.01,OB/0.26,RP/0
1559.73;89.75;5.81;PP/0.44,TA/3.44,IS/0.01,PS/1.31,RB/0.01,OB/0.27,RP/0
1619.98;89.75;5.95;PP/0.45,TA/3.5,IS/0.01,PS/1.33,RB/0.01,OB/0.28,RP/0
1679.85;89.67;6.06;PP/0.46,TA/3.53,IS/0.01,PS/1.35,RB/0.01,OB/0.29,RP/0
1739.91;89.28;6.2;PP/0.49,TA/3.58,IS/0.01,PS/1.37,RB/0.01,OB/0.29,RP/0
1799.97;89.92;6.29;PP/0.51,TA/3.6,IS/0.01,PS/1.39,RB/0.01,OB/0.3,RP/0
